,GC.RM.8672.BT5011.1_quant,GC.RM.8672.BT5011.10_quant,GC.RM.8672.BT5011.11_quant,GC.RM.8672.BT5011.12_quant,GC.RM.8672.BT5011.141_quant,GC.RM.8672.BT5011.142_quant,GC.RM.8672.BT5011.143_quant,GC.RM.8672.BT5011.144_quant,GC.RM.8672.BT5011.145_quant,GC.RM.8672.BT5011.146_quant,GC.RM.8672.BT5011.147_quant,GC.RM.8672.BT5011.148_quant,GC.RM.8672.BT5011.149_quant,GC.RM.8672.BT5011.150_quant,GC.RM.8672.BT5011.151_quant,GC.RM.8672.BT5011.152_quant,GC.RM.8672.BT5011.2_quant,GC.RM.8672.BT5011.3_quant,GC.RM.8672.BT5011.4_quant,GC.RM.8672.BT5011.5_quant,GC.RM.8672.BT5011.6_quant,GC.RM.8672.BT5011.7_quant,GC.RM.8672.BT5011.8_quant,GC.RM.8672.BT5011.9_quant
ENSRNOG00000004591,6.355626,5.329642,4.183478,5.520182,3.313188,3.617557,2.200489,5.216863,5.389541,2.795436,4.180295,3.477378,5.331875,6.939807,3.979244,3.753415,2.611548,5.013606,2.648723,3.527013,4.093156,4.856578,3.361966,5.646542
ENSRNOG00000004595,0.450545,0.519188,0.124874,0.271329,0.375335,0.368291,1.017882,1.214,0.591065,0.111776,0.409074,0.546251,1.206293,0.49021,0.477686,0.85024,0.37713,0.696001,0.607548,1.278652,0.538414,0.692274,0.153955,0.37725
ENSRNOG00000004598,2.115099,2.963646,1.902348,1.549175,2.331819,2.101919,1.646485,4.40581,2.830757,2.423219,2.630057,2.157697,4.555623,2.375877,2.777037,2.318355,1.262247,2.846216,1.158117,0.156317,1.297257,2.334326,1.409381,1.292649
ENSRNOG00000004601,205.967328,146.28808,122.501682,108.406552,71.880958,55.597523,6.916084,156.063787,177.904858,147.803283,163.999127,129.742395,164.071444,168.138256,129.570213,195.850786,72.206789,98.678416,66.336123,40.98669,65.497403,158.021514,111.47745,134.905892
ENSRNOG00000004602,2.260384,0.965837,1.82178,1.106736,0.998614,0.783329,0.816881,1.785539,1.735199,1.189747,1.592299,2.850679,1.887625,1.374759,2.076045,1.444304,0.577613,0.998642,1.183408,0.151898,1.789873,1.903242,1.551291,2.865331
ENSRNOG00000004603,0.16615,0.068966,0.30353,0,0.02773,0,0,0.057579,0.024431,0,0.033868,0.083816,0.072577,0.061767,0.028825,0.031388,0.020622,0.057046,0,0.212588,0,0.091692,0,0.111239
ENSRNOG00000004604,26.578127,21.569812,13.057017,12.135262,5.672578,10.346164,2.128983,15.855358,16.669147,8.860012,18.3771,18.730347,19.956528,20.303835,14.733845,16.992975,7.73513,10.525585,5.172147,2.610422,4.339809,24.285726,14.983875,19.731295
ENSRNOG00000004606,2.786743,2.510689,1.805106,1.588666,1.687084,2.210389,0.960196,2.494075,2.970286,1.781625,2.152823,2.523881,2.339868,2.659665,2.231321,3.124478,1.593553,1.731591,1.562434,1.791725,1.667594,2.703032,1.615331,2.357611
ENSRNOG00000004608,54.667308,51.335681,46.45976,65.248664,68.647284,86.651813,58.816993,56.123707,66.247845,66.886842,45.098036,60.76932,58.775208,52.33429,60.755912,67.288281,93.331389,99.092503,62.972416,56.679401,81.040213,50.927203,57.3458,54.217051
ENSRNOG00000004610,0,0,0.093219,0,0.046648,0,0,0.679292,0.165601,0.166692,0.286379,16.591459,0,0,1.458132,0.158543,0,0.0489,0,0,0,0.116318,0.172614,0.140769
ENSRNOG00000004612,71.182552,52.047469,55.505694,56.24119,33.387905,32.624304,11.779138,47.556967,66.587035,56.665201,48.3785,76.862902,54.792244,59.55477,51.65991,59.265387,24.189367,24.222848,29.090216,26.487146,28.910327,55.639227,44.988356,63.228471
ENSRNOG00000004613,0.861284,0.72568,0.268636,0.333441,0.403445,0.356344,0.273619,0.326331,0.75537,0.200237,0.055012,2.348666,0.59,0.401931,0.747147,0.457026,0.101646,0.234527,0,0.392675,0.12862,0.744794,0.704363,0.405706
ENSRNOG00000004614,0,0,0,0,0,0,0,0,0,0,0,0.281033,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004616,143.925579,155.469165,151.761472,151.017627,222.495742,188.317599,103.546658,195.845561,175.117969,200.921633,196.714406,211.783885,194.555253,159.886504,178.832204,180.254332,161.316455,199.618243,169.334452,153.844272,171.671476,159.434425,177.880141,160.224342
ENSRNOG00000004621,38.354178,27.4717,22.767211,12.313354,9.028536,4.244691,0.443482,17.587526,26.560361,16.089424,41.235082,76.248852,29.760428,21.153229,17.405156,16.703838,9.134477,9.964865,5.09965,5.481096,5.609472,17.88981,49.561986,32.574474
ENSRNOG00000004623,0.030367,0,0,0,0,0.044733,0,0.052621,0,0,0,0,0,0.042309,0,0,0.018809,0,0.020385,0,0,0,0,0.050823
ENSRNOG00000004624,16.215179,11.430262,13.921903,8.650486,12.844393,12.394126,8.151788,21.439999,18.247031,15.465784,18.635342,18.189312,27.336758,18.19137,14.738673,18.497566,8.192148,12.202749,10.30539,7.688597,7.910831,14.434778,12.633758,13.79983
ENSRNOG00000004626,5.193115,2.721109,3.045627,1.411203,0.750678,0.533449,0.148115,7.723351,1.813975,3.652243,6.100374,4.47481,3.593698,2.142701,2.880286,1.48647,0.46222,1.405986,1.272229,0.913552,2.271901,5.14378,5.583025,2.903567
ENSRNOG00000004628,113.016406,107.676352,82.282627,64.102327,58.019731,47.273123,7.868618,97.422329,135.839049,71.856371,104.217644,109.734211,132.659312,107.139988,93.365495,122.226848,55.710716,74.87287,41.102405,21.809123,41.263224,107.362338,74.170776,84.263244
ENSRNOG00000004629,20.57648,17.555879,17.527022,18.013814,18.163387,16.456205,5.952653,22.186787,25.092442,23.716588,18.507638,55.600207,18.370206,22.572131,20.09535,25.574796,14.624055,18.608044,19.332269,14.815413,18.521191,14.621315,15.507509,20.900132
ENSRNOG00000004630,0.032058,0,0.013292,0,0,0,0,0,0.035222,0.035926,0.0163,0.027,0.011634,0.007422,0.027807,0.015157,0,0,0.010726,0.05871,0.03841,0,0,0.013407
ENSRNOG00000004632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004637,26.852633,22.4065,20.700916,17.119933,14.589679,11.064116,8.817547,22.310856,29.174676,21.126141,24.452407,25.156949,26.184683,19.199651,20.702678,20.559161,10.907205,13.614611,8.475192,5.064658,12.772332,26.803494,21.523589,23.957335
ENSRNOG00000004639,2.594759,1.598335,1.010573,1.06733,0.405694,1.253438,0.343528,1.756027,1.761496,1.449929,1.364904,1.53282,1.566401,0.943415,0.703377,1.454558,0.581592,1.014584,0.736499,0.666419,0.80001,2.155702,0.777103,1.696876
ENSRNOG00000004640,14.805161,14.881907,16.365286,13.294959,16.722012,18.392554,4.005851,22.745886,21.054631,18.89504,18.255578,13.480032,22.732722,16.426471,21.661007,18.390532,12.251597,13.307583,15.486999,8.754159,15.084481,13.700155,12.327581,14.467472
ENSRNOG00000004641,0,0,0,0,0,0,0,0,0,0,0,0,0.089441,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004645,0.153719,0.258256,0.051186,0.153909,0.194058,0.378556,0.638838,0.240974,0.045208,0.210418,0.142557,0.363575,0.279025,0.150227,0.200779,0.100931,0.321368,0.341315,0.27878,0.664192,0.423273,0.125843,0.318964,0.064539
ENSRNOG00000004646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004647,0.211977,0,0,0,0.347538,0,0,0.366056,0,0,0,0.175121,0,0,0,0.792162,0.149712,0.20892,0,0,0,0,0.68469,0.178401
ENSRNOG00000004649,3.489395,2.556752,2.838503,2.767706,2.260789,2.311961,0.648631,3.75675,4.113941,3.596576,3.144113,4.556167,4.502515,1.559015,4.134835,4.327033,1.587829,3.188027,2.25556,3.170774,0.760757,4.021063,3.570341,4.708433
ENSRNOG00000004650,0,0.064572,0,0,0.228476,0.057621,0,0,0.092174,0.058326,0,0,0.136741,0.036417,0.067897,0,0.024386,0,0.04211,0,0.023404,0.027019,0,0
ENSRNOG00000004657,46.259001,23.123894,16.002285,13.702169,5.896758,6.613462,0.075386,15.114436,27.708703,8.514757,19.646415,18.73171,24.212298,22.173254,13.622667,23.570677,5.898275,7.562765,5.212701,1.543091,3.483737,24.872443,15.79837,16.989014
ENSRNOG00000004659,54.288187,30.654361,32.26859,54.458995,26.999007,39.652586,9.737411,39.654606,49.8968,36.465471,32.583655,25.864165,37.362227,119.179497,39.442801,63.519277,41.927161,45.45599,23.343539,15.464752,44.34348,35.510128,34.460102,55.152505
ENSRNOG00000004660,0.710813,0.750532,0.443093,0.550573,0.913246,0.657528,0.796473,2.004343,1.007214,0.704052,0.957278,1.375125,2.067781,1.017065,0.815424,0.959508,0.234956,0.541681,0.495215,0.162543,0.547084,0.78822,0.329497,1.043882
ENSRNOG00000004661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004662,0,0.311892,0.295691,0,0,1.622541,0.26062,0.533135,0.722872,0.677745,0.326175,0,0.2416,0.611066,0.812123,1.155134,0.966233,0.682632,0.442905,0.283252,1.856658,0.887132,1.067218,0.255773
ENSRNOG00000004666,0.240574,0.149712,0,0.149019,0.280636,0.035402,0,0.208367,0.177453,0.214908,0.147402,0.080788,0.24585,0.38126,0.083476,0.09081,0.060331,0.083499,0.38912,0.263404,0.115014,0.266075,0.184858,0.16114
ENSRNOG00000004667,0.646595,1.08418,0.536567,0.154046,0.560807,0.256519,0.021076,1.099013,1.1863,1.05798,0.810184,1.109097,1.030476,0.980606,0.733427,0.963599,0.245535,0.551663,0.166739,0.318493,0.387094,0.736831,0.36061,0.41614
ENSRNOG00000004668,0.811681,0.771211,0.450563,0.209492,1.406222,0.546827,0,1.054137,1.102373,0.602936,0.90027,1.586948,0.891824,1.519468,0.64547,0.89255,0.558804,0.833613,0.824133,0.862156,0.363256,0.797012,0.313654,1.076682
ENSRNOG00000004670,13.361639,14.519299,8.789308,8.224548,7.333628,5.14864,2.619649,12.582516,11.2584,7.939759,12.05222,8.465809,11.35035,10.847218,6.934435,10.840293,7.957587,10.713844,5.478427,4.796895,6.376016,12.642128,10.523039,9.675944
ENSRNOG00000004672,58.759365,52.172187,38.25684,40.587921,46.753178,33.852829,14.131998,55.910909,69.306799,40.377989,42.289092,52.39536,62.95495,49.088531,59.681198,74.26715,41.986613,39.453994,36.486991,20.35521,36.223558,60.365014,36.91678,40.640516
ENSRNOG00000004673,1.440079,2.052936,0.898765,1.486718,1.298355,1.279436,0.457458,3.741028,3.638809,1.427505,2.025236,3.06925,2.238499,1.485972,2.342374,1.697471,0.303436,2.205964,0.892022,0,1.862935,2.82511,2.822401,2.261591
ENSRNOG00000004676,0,0,0,0,0,0,0,0.090226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079764,0,0
ENSRNOG00000004677,2.236653,1.189578,0.800458,0.478093,0.440977,0.908044,0.997819,1.22245,1.165931,0.875929,1.200026,2.127327,1.773261,1.035123,1.710095,1.891535,0.509928,0.755497,0.39517,0.377197,0.559497,2.535621,1.303152,1.744557
ENSRNOG00000004678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004679,1.342063,1.42588,0.769407,0.272156,0.506706,0.305929,0.324937,0.609062,1.00992,0.595752,0.879158,1.289718,1.325706,1.083665,1.025544,1.388493,0.554762,0.383632,0,0.087623,0.363267,1.322331,0.342119,1.256806
ENSRNOG00000004680,0.034429,0.053619,0,0,0.014389,0,0,0.100147,0.025224,0,0.052523,0.043489,0,0.039865,0,0,0,0.029213,0,0,0.010312,0,0.026216,0.043198
ENSRNOG00000004681,22.670976,17.460332,21.329774,26.671689,31.018819,35.128822,11.700621,24.065161,29.06521,31.354029,20.978903,22.297724,25.175283,27.611788,27.972561,26.990838,24.784676,25.386823,26.593804,32.710007,30.303166,19.265275,20.506586,18.70932
ENSRNOG00000004682,0.155858,0.026962,0.021558,0.140792,0.043386,0,0.374246,0.13505,0.09534,0.077541,0.052899,0.131135,0.056662,0.012053,0.090128,0,0,0.102485,0,0,0.077749,0,0.099155,0
ENSRNOG00000004685,6.119272,5.815193,3.834536,4.585249,4.743485,3.020841,4.206005,6.665582,6.289744,3.715391,5.590029,5.293795,5.983884,6.618135,3.995688,6.34071,4.802509,4.858856,2.952071,1.58854,2.670257,6.884845,6.048147,6.236133
ENSRNOG00000004686,26.007301,23.968945,16.668707,18.449432,17.569339,13.932684,23.196721,17.601969,22.98248,15.531494,17.519305,26.845888,19.345494,20.817976,20.394367,21.916801,12.237943,14.691706,14.358103,13.625322,15.348394,24.03855,19.307159,17.999299
ENSRNOG00000004687,1.030178,0.855322,0.928487,1.025555,1.130295,0.715444,0.249433,1.938179,1.08111,0.94414,1.199334,3.812445,1.220602,0.984012,2.119084,1.473841,0.109314,0.680268,0.632138,1.184105,1.233035,1.156734,0.584821,1.847219
ENSRNOG00000004688,1.353699,1.030093,0.755808,0.77113,0.654371,0.612222,0.342157,1.563979,1.572748,0.816665,0.633583,1.18033,1.144204,1.325792,0.776712,0.796623,0.299432,0.461038,0.256118,0,0.150314,1.810585,0.468253,1.195992
ENSRNOG00000004692,6539.823258,2903.761845,3367.832101,6448.808278,1145.548853,2391.471111,400.043737,2190.651048,5384.543701,2060.019567,2077.024777,2044.158962,3492.104307,8695.505191,2027.099544,5705.454757,3019.027518,3389.790855,1455.918325,827.543203,1089.744342,4734.602986,2745.985056,3343.416912
ENSRNOG00000004693,6.120718,5.855267,4.548204,5.161935,4.542231,4.040707,1.93461,6.831906,6.000611,5.542636,6.776747,5.261899,4.832228,4.103853,4.671717,6.335459,4.834925,5.206998,3.669359,3.172973,4.406301,6.486621,5.138495,6.274344
ENSRNOG00000004695,0.062358,0.046151,0.021927,0,0.026516,0,0.06579,0.021155,0.173192,0,0.049721,0,0.017779,0.026597,0.118252,0,0.091744,0.019003,0.016392,0,0.132239,0.065108,0.0752,0.061736
ENSRNOG00000004696,9.22665,6.261081,4.898082,4.735406,3.164936,4.787647,18.07904,6.216725,6.424337,4.187222,5.87873,6.573216,7.056507,5.620804,5.616853,5.861095,3.20433,4.591786,4.805933,5.306409,5.094377,6.660278,4.952789,4.726828
ENSRNOG00000004697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004698,0.678207,0.457655,0.308003,0.095517,0.489668,0.090694,0,0.429271,0.666608,0.777501,0.469329,0.632988,0.541374,0.345971,0.654243,0.757609,0.056981,0.25094,0.448854,0.802693,0.452519,0.685168,0.190343,0.383574
ENSRNOG00000004699,0.098184,0.152748,0,0.038011,0.081802,0.036119,0,0.127558,0.072438,0.109625,0.100277,0.947838,0.179205,0.068662,0.212929,0,0.153995,0.085257,0.165463,0,0.088006,0.067879,0,0.082209
ENSRNOG00000004700,5.789116,6.791686,6.560271,6.542183,3.352963,3.317707,0.794121,8.790701,5.911173,8.747158,6.483913,6.108535,7.802343,5.818435,8.282407,4.693309,4.663974,7.963294,5.295068,2.962531,3.616865,4.50198,4.843582,5.520764
ENSRNOG00000004703,0.066788,0,0,0,0,0,0,0,0,0,0,0.140381,0.024312,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004706,0,0,0,0,0,0,0,0,0,0,0,0.154953,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004708,0.097537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135775,0,0
ENSRNOG00000004709,6.302653,3.386095,2.506491,1.702348,3.010128,2.958187,12.446091,3.550215,3.596216,1.924407,3.560355,3.966148,4.449424,2.345394,1.957948,3.513906,2.594574,2.358564,3.541309,3.940046,3.28692,4.426253,2.912182,1.717094
ENSRNOG00000004710,34.011713,33.499114,30.1021,33.534928,30.254771,26.818537,14.259201,31.541226,44.717443,28.325611,24.668167,27.402463,30.83138,34.852607,29.725404,38.730226,27.02939,28.587193,26.634307,8.679334,18.97225,32.123772,28.298846,32.932402
ENSRNOG00000004711,13.518182,12.206271,9.702966,9.127897,12.660661,10.572493,13.873907,13.053523,12.374638,11.359821,14.027068,13.35046,13.23616,11.961467,12.949915,14.806255,9.419055,12.652398,9.424029,10.593526,9.719166,12.291071,10.819523,10.495423
ENSRNOG00000004712,0.162438,0.673781,0.517499,0.377322,0.076362,0,0,0.695371,0.479909,0.241686,0.481913,1.08681,0.356097,0.176888,0.234854,0.681478,0.034088,0.235958,0.109622,0,0.291087,0.495281,0.12504,0.738806
ENSRNOG00000004713,0.194496,0.134411,0,0.40159,0.53929,0.238278,0,0.33681,0.047998,0.048174,0.199056,0.217355,0.142395,0.151619,0.168728,0.366705,0.246719,0.284765,0.306998,0,0.812584,0.269515,0.400511,0
ENSRNOG00000004717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004719,0.058376,0,0.02423,0.0678,0.073141,0.021521,0,0,0.042882,0.043589,0.059465,0.024561,0.042529,0,0.050636,0.027601,0.018071,0.074997,0.019606,0.080267,0.052405,0.040271,0.044608,0.048848
ENSRNOG00000004720,0.412716,0.213885,0.114559,0,0,0.151651,0,0,0.254848,0.153268,0,0.345782,0.403163,0.128798,0.17902,0.259316,0.131244,0.121208,0,0,0,0.09537,0.212717,0.115259
ENSRNOG00000004723,60.552615,55.258923,56.01081,51.833789,76.86648,96.715523,170.10894,72.743519,71.289641,73.690642,67.663032,60.27004,70.540561,68.660556,61.498313,70.258565,99.193403,91.10331,87.486415,101.230446,91.837656,56.624552,76.195133,58.923945
ENSRNOG00000004725,1.350876,1.864159,0.940687,1.394633,1.397873,1.732905,1.334115,3.505789,2.274189,1.913799,3.478317,0.751287,2.07811,1.276295,1.367429,1.692959,0.590849,2.460524,0.692775,3.671442,2.14223,1.648854,1.146293,0.661105
ENSRNOG00000004726,28.931041,27.109952,21.392397,21.013598,14.754437,16.725,13.700463,17.791884,14.749769,12.889544,18.956016,26.317896,21.292953,17.868955,20.585036,16.171021,16.225827,17.425316,18.978536,12.447036,16.798731,22.975317,25.119626,23.670974
ENSRNOG00000004727,5.219061,3.745795,4.487995,3.448426,5.281401,3.929159,1.749657,8.721727,7.046894,5.357078,7.084805,6.915342,7.426545,5.447434,5.735206,6.366447,2.698081,4.880226,5.628086,1.875888,1.712175,5.365891,7.784187,4.857005
ENSRNOG00000004730,1.070646,1.401687,0.86427,1.041845,0.590845,0.629955,1.516079,1.000145,1.221764,1.188394,1.475599,1.546016,1.117476,1.182972,1.443608,1.382845,0.533108,0.771061,1.071068,1.190197,0.372175,1.294989,0.575787,1.457061
ENSRNOG00000004731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004733,1.150948,1.25606,0.604925,1.266396,1.058623,0.400844,1.026272,1.678536,1.254542,1.125815,1.549036,1.676173,1.905577,1.500338,1.103547,0.91393,0.766139,1.113985,0.655022,0,0.216997,1.216427,1.261401,1.471412
ENSRNOG00000004735,2.492399,1.88857,1.592581,0.984214,1.540415,1.046703,0.274597,2.872384,2.853445,1.990409,2.055326,2.915175,3.062053,2.092751,2.594288,3.20338,0.538315,1.360995,0.852257,0.501593,0.731133,2.215395,1.141302,1.91848
ENSRNOG00000004736,6.600093,4.74885,3.088588,3.647223,1.291959,2.62055,0.093893,6.341624,6.473694,4.109382,4.035945,5.990728,9.665113,3.675631,4.326623,4.780993,2.030518,3.165591,2.094907,1.16202,1.634835,10.194087,7.658576,3.224033
ENSRNOG00000004737,8.662318,5.953884,6.804988,5.610795,3.734374,1.345494,0,8.867409,8.73019,6.176406,6.921666,15.400116,7.892342,7.313042,8.093197,6.823372,1.712511,2.373908,1.471026,3.633659,2.233891,8.736423,7.113908,9.983398
ENSRNOG00000004740,48.397276,42.948938,43.315088,39.111422,41.161191,37.025093,16.837771,57.151368,68.514643,47.614419,45.320651,49.757068,55.885919,55.34302,43.30919,61.182841,30.961658,35.604998,33.402267,24.296899,38.220746,50.730751,42.193475,42.127994
ENSRNOG00000004741,587.108425,672.328541,759.496473,863.019461,837.93182,965.45543,1235.084828,779.556189,751.311448,827.44696,840.305813,731.973476,711.012895,817.087966,798.679313,750.768565,1058.737146,1097.899559,858.059032,796.376206,860.487529,703.136964,1030.749503,776.204219
ENSRNOG00000004742,109.727371,90.390284,73.886769,64.805113,46.192554,40.880018,24.74698,79.605489,91.466578,60.033535,78.804902,84.300198,83.192716,63.24756,59.245647,82.625651,30.261104,30.690322,44.859404,42.851494,56.810742,77.453268,71.686724,77.639605
ENSRNOG00000004743,0,0.062868,0.016745,0.01563,0,0,0,0.017493,0.029597,0,0.020538,0.084967,0.043986,0.028065,0.052526,0.038164,0,0,0,0,0.084622,0,0.015384,0
ENSRNOG00000004744,25.316579,11.938977,4.77584,6.462474,1.263322,0.814474,4.354787,10.102857,15.390368,3.485633,6.18238,10.648269,14.86159,9.316837,6.276501,11.356209,0.744282,2.19839,1.339659,1.130877,0.660446,20.644854,4.612898,10.862093
ENSRNOG00000004747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004749,26.909026,17.37046,12.1266,6.008939,5.345022,4.128803,0.357366,15.892682,17.679007,8.922886,12.78199,21.116159,22.758563,13.293155,12.878448,11.944968,4.002954,5.465864,3.832308,2.271999,2.446015,16.779497,8.993991,14.228774
ENSRNOG00000004751,17.354464,12.686929,10.342217,11.428075,5.45509,3.037254,0.274707,10.810036,15.063647,8.962393,13.058567,15.06521,15.541143,12.102697,11.538239,9.775647,3.641711,3.317049,4.680024,2.948933,4.785793,13.628124,10.949079,12.778125
ENSRNOG00000004752,0,0,0,0.061599,0,0.03019,0,0.01775,0.015018,0,0,0.017243,0.014879,0.066454,0.017767,0.038726,0,0,0,0.05624,0,0,0,0.017135
ENSRNOG00000004753,0.313713,0.216514,0,0.161937,0,0,0,0.180949,0.312411,0,0,0.261912,0.15421,0.147949,0,0.098337,0.136426,0.094652,0,0,0,0,0,0
ENSRNOG00000004754,3.027603,3.089473,2.557774,1.663653,3.173494,2.766465,1.861734,4.736972,4.467163,4.252874,2.693065,2.910526,4.206667,4.416383,3.09231,6.359065,1.163958,2.67086,1.645777,1.737521,2.830533,3.578427,3.002469,2.24877
ENSRNOG00000004755,28.769258,28.111355,27.446586,25.95802,24.995391,29.741439,4.92486,31.360385,36.376452,24.825582,26.979371,27.173754,34.138379,31.75656,33.839916,27.809529,34.053978,41.362109,23.083701,16.963439,20.103891,31.431876,29.002737,24.615855
ENSRNOG00000004756,0,0,0,0,0.029328,0.025883,0,0.060907,0.05171,0.026206,0.07167,0,0.102401,0.081706,0.060983,0.099597,0,0.090644,0,0,0,0.024255,0,0
ENSRNOG00000004757,0.255139,0.395895,0,0.197553,0,0,0,0.330973,0.574619,0.282414,0,0.425059,0,0,0.332071,0.239589,0,0.235069,0.262579,0.576899,0,0.089163,0.20075,0.21415
ENSRNOG00000004760,4.658715,3.030338,1.847874,2.207382,0.725197,0.409604,0,3.042108,4.295694,0.777587,1.807475,3.06874,3.392589,2.21402,2.020549,3.316416,0.518359,1.344383,0.21025,0.348088,0.18718,5.709164,1.756265,3.026074
ENSRNOG00000004763,8.882594,6.416402,4.335448,3.874176,3.265351,2.86676,2.426392,5.854133,5.590805,3.802473,6.878145,6.708345,8.563818,6.851139,4.508891,6.409039,3.187992,4.70575,2.120221,2.033607,2.183248,5.935254,4.649927,4.395996
ENSRNOG00000004766,0.321563,0.367069,0.320398,0.099593,0.241534,0.307863,0,0.501479,0.354546,0.095922,0.360455,0.486699,0.374499,0.358545,0.334716,0.273379,0.079765,0.11032,0.107973,0.382095,0.192402,0.377045,0.491868,0.457472
ENSRNOG00000004768,0,0,0,0,0,0,0,0,0,0,0,0.91983,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004772,0.555939,0.576204,0.578712,0.860916,0.924454,0.459606,1.00061,1.865107,1.081522,0.92898,1.636802,1.630107,1.833096,1.171257,2.230595,1.37533,0.044219,0.551328,0.423526,0.379536,0.456074,1.30084,0.32242,1.164453
ENSRNOG00000004773,9.223796,7.120132,7.297602,5.926251,8.053033,8.414676,1.163623,8.042988,7.362454,12.005491,6.695573,9.759015,8.334317,6.915841,8.626018,8.386671,7.346861,7.991352,7.258358,6.553052,6.637117,8.06841,8.033358,6.850151
ENSRNOG00000004774,0,0.042145,0,0,0,0.029903,0,0.035191,0,0,0,0,0,0,0,0,0.050677,0,0,0,0,0,0,0
ENSRNOG00000004775,6.933454,5.512248,5.672057,4.300132,4.921716,4.343491,2.396889,6.873462,6.747954,5.220707,6.39956,6.234665,7.585859,5.691901,4.817395,6.320464,3.170974,4.208288,3.152093,1.386933,3.219164,6.997112,3.484798,6.726525
