,GC-RM-8672-BT5011-1_quant,GC-RM-8672-BT5011-10_quant,GC-RM-8672-BT5011-11_quant,GC-RM-8672-BT5011-12_quant,GC-RM-8672-BT5011-141_quant,GC-RM-8672-BT5011-142_quant,GC-RM-8672-BT5011-143_quant,GC-RM-8672-BT5011-144_quant,GC-RM-8672-BT5011-145_quant,GC-RM-8672-BT5011-146_quant,GC-RM-8672-BT5011-147_quant,GC-RM-8672-BT5011-148_quant,GC-RM-8672-BT5011-149_quant,GC-RM-8672-BT5011-150_quant,GC-RM-8672-BT5011-151_quant,GC-RM-8672-BT5011-152_quant,GC-RM-8672-BT5011-2_quant,GC-RM-8672-BT5011-3_quant,GC-RM-8672-BT5011-4_quant,GC-RM-8672-BT5011-5_quant,GC-RM-8672-BT5011-6_quant,GC-RM-8672-BT5011-7_quant,GC-RM-8672-BT5011-8_quant,GC-RM-8672-BT5011-9_quant
ENSRNOG00000008892,99.7829522,84.00552721,117.9310287,126.0378481,96.68318347,133.1737173,131.0284057,133.0043917,126.8627822,118.281566,121.5006548,144.2042639,145.715847,138.5868747,131.8015675,125.8832679,155.8959141,156.2337503,108.2538953,78.7591781,136.8218521,146.6201835,127.7913243,143.3849834
ENSRNOG00000008895,5644.639811,4194.224406,4775.672664,5447.815164,4076.965075,4996.672782,4732.823196,5014.005311,3471.066303,3579.166499,3532.006182,3141.166955,5089.946905,4516.284198,4205.186975,3924.385572,4636.928786,4699.779424,3961.234583,2855.8239,3963.787065,4249.081275,3225.743653,4442.276453
ENSRNOG00000008897,219.2904927,171.6976448,121.2064464,183.423773,178.8160432,107.6761594,60.94545205,193.1423844,192.3601864,157.6549544,189.8583109,184.4243179,234.6885366,176.4604892,222.5219456,186.5422371,170.3247053,176.7840781,139.0403544,151.9886756,167.4874163,225.9232683,172.3581852,228.7338743
ENSRNOG00000008898,104.0658908,135.5722909,90.9353257,59.48146843,86.91093196,65.9328311,70.50959895,71.04667595,86.00385611,75.59080416,102.5540415,99.84814178,85.64537389,89.24605285,110.5667352,93.17019748,60.81944203,66.83186249,97.35294935,46.85020378,72.9557278,91.63247829,116.2295139,77.90839811
ENSRNOG00000008901,5.196252668,0,10.70436961,3.46686901,11.53752044,3.190384349,11.58118518,8.333545388,6.305339408,11.62663477,6.554748777,7.062885072,14.60719262,2.014808946,14.90988082,6.415973761,5.691159344,10.49676443,9.107125509,14.00231363,13.94819223,8.131351819,11.39240887,1.984622463
ENSRNOG00000008902,16785.31723,21087.9159,24160.09201,22574.77941,19897.11821,21388.95207,7271.35472,17884.85119,19620.79528,20067.54639,20425.59631,16026.06894,17776.77552,18829.39435,18295.64971,16769.5056,27971.47923,20212.93813,25721.71342,20493.82233,22597.17219,18843.81109,25267.6784,19896.37615
ENSRNOG00000008904,26.14262094,27.61328083,36.78268892,16.15001146,20.94403672,19.31484906,107.5643965,34.49147169,29.07892265,28.85939561,29.82936834,27.70103879,25.52929983,31.10016429,20.70091225,24.96922296,16.22256744,34.45088062,46.09963015,116.9918961,49.24809907,24.67135812,31.74419139,26.81720988
ENSRNOG00000008907,415.4495056,377.8386201,366.7552139,353.2083329,206.0240232,171.7358556,119.2798613,240.6493867,351.7021061,285.9965746,352.403783,265.2329701,309.6627806,264.5513035,238.1005097,256.2396799,218.7616827,173.2356192,188.963264,262.3224985,230.2319715,360.446363,348.0945038,347.7395079
ENSRNOG00000008908,361.5045968,316.0355075,362.1996416,317.6011698,241.0277734,230.0796789,137.7209776,261.9659295,345.910647,318.352055,348.1632742,272.2038133,297.025432,318.3659073,270.6911205,266.9848579,232.8185176,153.0973763,276.4299663,214.6753404,293.2848476,343.2549986,341.6138156,326.3917421
ENSRNOG00000008912,219.6712816,172.1031519,126.6493497,142.6702396,104.3963467,109.0607824,68.11262423,154.6684939,175.6772766,126.4244837,119.1257988,142.0070095,192.8087973,151.2213566,129.3923371,144.2689316,130.0160591,106.4419831,95.14280705,83.40512062,101.2163071,197.6846693,121.1511391,187.2771029
ENSRNOG00000008915,6.799437095,8.873845112,1.082611,5.400574066,2.342026627,0,0,1.68891432,3.533066431,8.171159632,3.311221448,15.13285986,3.351101699,3.557149936,3.775480044,0.929564454,6.825358804,0,1.148095958,0,1.010709677,2.053570291,11.47346503,2.780357673
ENSRNOG00000008917,193.4418203,163.2370186,161.2901846,161.0564586,192.4010528,146.8720469,54.02497659,142.0035566,160.1391242,178.2970418,173.1680497,214.6394091,184.7623535,199.4111615,223.8554356,273.6798691,91.53305731,215.0883854,146.7107701,150.5609317,99.20556135,156.637013,192.6656957,160.3987124
ENSRNOG00000008921,1935.322025,2122.506074,2137.108705,2795.701885,1685.06716,1871.334253,2410.01249,1917.077909,965.5891621,1670.812476,1851.6816,1961.311455,1169.524489,2166.234186,1824.141758,1653.655351,1682.511571,1241.357387,1425.181479,1938.284615,1562.809994,1901.854137,1558.476607,2169.596402
ENSRNOG00000008922,617.51543,695.2017455,529.1785149,412.4431329,540.7769409,462.4583475,331.4716081,580.7551729,550.2091657,542.6966801,622.2282341,640.8811964,565.4075425,479.4985338,453.8024191,480.3774369,380.8881193,431.8535107,391.3199925,459.7151412,357.6373696,689.6872386,453.9449263,503.0226059
ENSRNOG00000008924,630.4321925,319.2363545,201.147941,227.4973131,166.8327768,162.3668818,209.4314805,321.5959121,336.8740068,223.9035822,272.1616582,326.3917324,335.5741826,247.5837882,254.7950047,303.8664968,196.4583316,313.2132778,180.2842088,149.0512853,155.6929078,509.404443,220.1139703,307.9856623
ENSRNOG00000008927,859.582711,913.7105865,719.649029,621.4008246,897.3385102,692.2089718,363.2737751,674.6257736,942.8755864,747.2853751,963.6943943,931.4068148,740.3634435,696.2915512,758.9292759,822.0894884,729.9238158,665.5900342,849.3368925,662.4785377,602.2043293,772.9811361,895.5607987,817.6285387
ENSRNOG00000008929,62.95432762,91.71232552,42.19386779,32.30945129,15.13541445,25.76529703,23.39135905,86.679739,75.15025517,51.43846,68.48900907,71.2738479,77.91129188,60.64963364,66.82633925,75.86920526,21.97536316,30.82523368,23.04055644,14.12868749,27.15105627,74.00386764,85.55961252,53.64490635
ENSRNOG00000008931,96.91376265,136.0268387,181.7761296,105.6105654,149.2205095,154.7492836,81.9285607,96.85160007,106.963228,118.3803423,88.3503403,91.18969874,114.1161511,100.3274348,108.3056175,102.8083536,153.2118875,106.2440846,142.7274979,202.1153435,164.0989176,110.2875814,107.5253184,95.30601457
ENSRNOG00000008932,40.82444487,28.87042812,22.73019431,16.21275526,21.11663052,8.639178032,0,28.73725881,25.39311273,14.55452258,27.57164327,39.09681804,31.45938159,26.38177702,31.16782311,14.89355188,11.2971286,24.2768468,13.75227757,8.138240052,4.049065463,32.14477239,26.7018973,19.46898151
ENSRNOG00000008933,1987.866793,1760.749567,1966.953177,1921.767193,1325.549659,1487.413503,1211.983447,1430.181671,1860.470819,1490.640116,1683.350808,1420.587999,1445.098787,1912.751257,1374.473941,1609.583104,1728.94598,1393.28641,1319.814776,1245.953067,1336.979863,1910.877602,1866.991157,1728.920895
ENSRNOG00000008934,14.26247766,22.71286656,13.01573343,14.57386972,10.08058502,5.940031957,0,12.69780867,9.527101658,12.264132,3.133621882,30.17448007,14.16414981,8.286714915,10.86277196,9.505982965,4.962538452,7.745114989,1.813624438,14.28141431,0,6.910176656,11.76397215,15.14168553
ENSRNOG00000008936,1.943404515,3.329654474,8.659412661,2.161015833,5.861225588,3.237826606,11.73948369,5.069243383,2.82330059,4.544602034,6.618960001,5.581033001,6.026957898,2.030573383,2.832580325,7.442357443,4.531018098,1.159370769,4.587156627,20.3291008,5.058007399,1.368266909,4.772880296,7.415427379
ENSRNOG00000008937,372.666962,455.9936468,535.4879158,610.2946375,332.578833,531.9836155,418.4281991,635.7688173,517.9461144,505.6246432,693.8891559,614.6007099,419.3252162,531.434627,465.6408696,503.7676711,674.475736,571.349401,470.4022976,647.0841986,610.7600764,466.7630852,716.1282761,578.7700731
ENSRNOG00000008941,527.805166,421.9421661,420.0007741,364.2489545,326.1061229,282.9196844,281.8519981,382.0322453,364.7492907,325.6261019,391.5674387,426.8371156,421.7612116,397.8339995,396.6851362,390.0049919,206.8679886,306.5560772,421.8256923,435.3538976,385.6487107,458.2953677,424.4868607,494.1587048
ENSRNOG00000008944,478.4729694,470.9429512,465.3124886,463.6751113,301.8738747,180.3869439,110.5812703,297.9640149,423.7878851,355.1151795,397.7187149,401.6754649,390.9966592,366.1139728,376.4154667,359.0808713,299.3858126,271.9280159,326.6098132,301.130422,213.3048617,409.8399633,429.4053445,408.0946062
ENSRNOG00000008945,604.6262251,497.5302746,468.4923785,774.6886555,326.2900834,498.4821424,390.8309373,399.1051935,632.0248791,410.9969293,479.3379702,378.0905737,392.7611007,608.7250862,468.9238081,517.5820432,546.6993312,442.0815781,335.0377563,492.9557084,449.8575285,548.7479221,443.72415,571.7630519
ENSRNOG00000008947,31.01616746,28.75836772,29.21457026,31.25589499,10.49471615,26.87147783,133.4449983,26.11163457,33.2877485,24.40546247,22.08648941,26.96715156,21.47834886,13.23925133,24.48935642,32.42358877,29.92804593,20.05166937,29.92170954,48.52053352,35.24372298,14.38450175,26.87432031,36.08966642
ENSRNOG00000008950,2110.271005,2031.067818,2289.482182,2365.919516,2238.401043,1902.588572,1154.756477,1837.773111,2105.84825,2420.529665,2166.055007,2059.368861,1638.873983,2133.292962,1952.325209,2199.917607,2243.865804,1866.507742,2139.295503,1897.631376,1973.595662,1773.241791,2102.439552,2165.479746
ENSRNOG00000008951,2.124930473,4.327141346,2.371658281,6.300995111,5.114228391,3.928014553,0,9.902568217,13.16640601,3.303731856,11.3890457,5.217908646,6.863755513,1.859560456,17.29018129,1.865728735,3.358647139,5.050923346,19.23123243,16.25618535,28.58136386,5.003836016,4.205135926,15.11362709
ENSRNOG00000008956,6.760023116,23.11937748,12.96860816,22.55103158,9.265584515,40.62256898,16.32147093,8.387428269,26.28832425,35.00381419,1.104802487,31.51407792,13.44888006,11.74384364,6.569880237,7.369911168,25.78167787,18.03773055,46.18424616,0,21.01945342,5.483291037,14.47645316,21.22641323
ENSRNOG00000008961,134.5796258,181.1313654,162.2753239,165.7988334,331.5809328,337.983644,399.8370596,223.7610304,224.8441497,262.4127611,239.7443588,213.6727481,206.2586639,179.4735243,246.5176186,242.2746631,279.34542,282.8278382,301.972486,237.9931616,278.3783534,195.3193323,178.9401713,160.8980882
ENSRNOG00000008965,560.4869259,252.2719223,315.797034,277.2389243,242.2053693,481.3542964,473.6312469,501.8930591,514.1129933,181.4068655,601.4698288,209.691926,293.4187677,268.2850069,202.862402,431.405217,160.7404246,291.3647446,218.4016419,421.8045155,225.3446853,277.8041739,875.150922,198.5567688
ENSRNOG00000008966,4.853374806,15.51849126,9.736709139,3.238098697,1.170207464,3.233138758,0,12.65809022,11.29785781,8.165540292,11.02968532,9.551017339,8.706751595,3.046842357,8.488941413,23.22307502,2.273468186,15.12910498,6.883727824,0,6.060077548,9.576622499,9.554459332,11.11370627
ENSRNOG00000008970,0.971756492,4.440048912,0,0,1.172521569,2.158894342,16.43658133,5.069697485,3.527955661,1.818300324,1.102964412,9.569698362,0.669489427,1.01497405,4.721203652,0.930449171,7.92020827,2.315914173,18.34243331,14.23397041,15.17692677,2.736017278,2.862402924,0.926929007
ENSRNOG00000008971,87.21899579,96.10046401,67.14661044,23.86565413,8.993599752,10.63573046,4.508671263,23.53269183,66.21954141,48.80713833,56.24700545,58.53611529,58.26916882,36.74798721,17.2286192,72.74377764,19.76048357,15.7394525,17.67329284,29.24006031,9.70466453,75.20506847,34.97212403,56.49448916
ENSRNOG00000008978,56.11251794,57.37246709,45.43145928,49.48643188,39.49436892,66.44154817,42.05135532,47.90468176,44.73078253,56.71667512,55.2575094,54.51988026,76.64310199,69.40527617,42.30949164,54.48886351,60.56909594,40.61683259,39.22841162,14.09478279,32.11476108,49.36151991,47.21729246,48.05979357
ENSRNOG00000008980,153.0961713,145.9444218,121.1806881,98.0493109,141.0072032,94.54142694,84.25205491,122.9327876,141.7074852,161.6928393,128.1174002,145.0569411,147.7035524,105.9524011,131.8273923,122.2219997,98.02981898,122.9223737,150.8222297,230.3209835,123.7888072,117.8328841,154.6274349,102.6960719
ENSRNOG00000008981,1494.387728,1437.345273,1213.501139,1244.397824,1605.623558,1494.076969,3138.90854,1356.988657,1581.881539,1503.494159,1146.995536,1212.568957,1171.27072,1271.7381,1387.809906,1482.494608,1572.022165,1583.11986,1683.230282,2057.953102,1865.384907,1513.54076,988.6230861,1380.735145
ENSRNOG00000008984,3.859714494,15.3920704,12.97464971,5.364914355,5.776839663,16.00712032,13.97540752,11.72920125,11.39940976,34.01776036,6.637611685,13.3612962,15.49832699,9.726151303,8.440528715,13.79348676,4.737749774,13.37932949,8.105083738,6.006648865,15.98207805,13.04148511,10.65866105,9.225983747
ENSRNOG00000008987,456.0351505,404.3064809,440.4539158,386.2591985,387.9987681,339.1660616,121.8874072,363.5015281,444.1408702,428.5441907,389.6551482,410.1638799,405.6851391,390.0556788,350.7464312,386.9893308,313.2646166,316.1582032,303.371397,216.8252366,326.8882021,379.2818807,349.5230628,432.457229
ENSRNOG00000008988,10027.05076,15772.29795,13338.95022,14254.2252,9481.901614,7349.819942,7370.225062,10989.95423,12257.52899,10561.65872,13048.44706,9475.011086,10629.09145,8924.86607,10112.28875,10110.9913,14398.21675,8546.178174,12826.04703,10497.68549,9317.068367,14367.49332,16205.09263,11674.74945
ENSRNOG00000008989,57.99465251,71.62761791,47.58768576,96.7333267,103.1885732,32.10207525,11.66882992,50.37096123,122.2694156,65.59022834,75.17705619,72.55868625,57.19180124,43.42495055,78.90834699,81.14949536,135.9028721,50.48811161,42.7426383,38.18207923,32.06218635,84.36134268,84.9624855,105.2974566
ENSRNOG00000008990,17.45935668,2.214838618,5.408024014,1.078576555,2.337202732,0,28.11949882,1.686306685,6.359189918,2.717947242,5.515393432,27.02450738,2.680038721,1.524285825,0,3.711513456,2.281621535,10.51441828,0,0,0,12.99867547,0,8.330816135
ENSRNOG00000008994,665.8241631,630.1345406,812.2049122,888.6747548,655.9334008,902.8162045,986.9335367,567.3618156,548.9513319,607.0929095,695.4477281,575.4779558,626.5397194,760.3905251,638.6449259,622.2257641,953.8431395,738.0106158,725.6879232,849.6467789,881.3584491,590.5893345,785.3066849,674.17246
ENSRNOG00000008996,29.15534658,26.64351675,41.12955458,19.45199267,24.62744979,17.27363347,0,29.57643386,27.51513106,10.0025645,22.05867692,24.72617896,21.42219138,17.76037259,33.99565922,16.75054875,6.785221824,15.04504423,44.70479583,12.20288072,23.2750114,43.77480798,38.15876946,13.90480922
ENSRNOG00000009000,87.26134832,91.37176495,44.51118791,68.1419378,110.7995192,98.27674428,103.1636504,82.14541404,117.4705972,119.6003399,88.60137213,143.3909531,115.0847704,112.5818167,100.9338096,133.2396357,68.12418402,104.4104764,155.8918366,125.4734479,85.81609541,94.60985638,80.76914112,103.5367563
ENSRNOG00000009001,871.0783446,1060.886531,922.8367556,618.5955224,1025.234493,780.7708884,759.7382016,887.8666579,706.5301102,983.3170478,730.0838338,760.3456742,726.3554281,817.852992,847.7242044,832.3936123,597.7926583,757.4186137,812.3034583,1112.654809,948.836185,875.7922407,815.4001104,995.6752486
ENSRNOG00000009005,4305.731886,5345.998038,4296.003914,4501.257925,2822.785652,3122.428451,2225.304272,3518.909023,3361.996719,2432.138465,4155.913677,2586.164851,3794.94468,4935.923345,3945.973728,3998.959982,3051.925023,2649.113681,2978.991978,3509.332197,2848.665817,4402.786153,2826.700013,3739.657004
ENSRNOG00000009006,1710.766453,1362.561014,1418.896871,1335.517542,1057.927051,1137.147729,823.3559803,1273.681708,1321.342985,1426.301191,1212.785945,1390.55408,1142.613451,1333.364804,1351.982187,1356.408581,904.0069558,727.4170424,909.2814836,838.1093079,1104.060475,1364.703662,1041.346595,1372.97755
ENSRNOG00000009008,31.09934284,67.71741089,61.69968807,83.21212922,89.11997428,102.5573917,246.5733421,50.70201683,56.45386641,59.10024744,66.18516101,39.07993043,42.85218679,62.42811617,74.60255565,69.79041203,78.08228704,55.59041217,81.40404957,205.3949262,154.819411,29.41544216,52.48377898,58.40254538
ENSRNOG00000009014,0,6.993440288,3.345529349,0,0,0,0,0.868684598,0,0,1.137766141,1.636834505,4.147890269,6.420216548,2.551136313,2.866999767,0,2.420822077,7.109822573,0,7.272203943,0.705688684,0,0
ENSRNOG00000009015,767.661342,578.3711638,445.7596252,430.74994,367.737864,283.8486608,410.1121176,610.4617494,802.6335429,554.3376304,679.9764959,658.1857355,628.7769492,444.8289625,683.955275,625.140328,339.1989645,304.7477196,415.5797004,299.3965056,273.8736478,711.9960753,458.7662021,615.8841302
ENSRNOG00000009019,42.60010758,18.54099866,28.90524802,15.93751197,11.5032767,3.395929818,4.616279025,5.813289697,18.44793515,0.891753071,15.22763248,15.25722054,12.5567657,5.012786333,14.24464375,21.92716243,2.417770778,3.715626457,1.210724285,7.978035576,14.8978997,21.72695108,5.66578019,14.59292104
ENSRNOG00000009020,312.4702157,310.300611,387.7764431,533.706479,353.5179961,392.857977,536.2582313,293.5653279,328.6013356,307.9836586,325.9485586,267.3103832,286.1957265,387.8060154,296.7587228,346.4442745,610.1830351,448.1156628,385.8722652,245.53267,419.3929901,338.1384973,354.4181251,358.5483835
ENSRNOG00000009022,0,3.311979589,3.236703697,0,0,0,0,4.203040738,2.116004712,3.61123071,5.503144903,20.59469959,6.686833862,1.52149872,4.69905077,0,5.708110626,3.508106007,0,0,0,0,0,0
ENSRNOG00000009028,159.5432628,142.2229557,134.1188932,204.288958,223.93605,258.0375239,284.837354,179.7347737,181.8949598,196.0259334,144.8058294,168.9025859,168.8303313,184.8599759,147.5352448,151.3238915,340.1382588,405.2960592,255.1746072,142.7924525,226.5873213,172.1232618,171.7234517,126.5726175
ENSRNOG00000009029,610.6991246,580.9572685,699.4821158,529.0361507,771.2255198,720.7930534,329.8518777,582.982353,589.6285044,749.4836984,540.5086657,635.0452659,560.4648772,676.2742801,609.9608307,683.796993,644.4408954,531.4870847,750.2783988,894.7927638,796.173448,502.4749863,585.3658252,611.0620718
ENSRNOG00000009030,2.90651747,3.316681508,0,6.46396176,4.661599947,6.445817798,0,6.735399148,4.957275379,1.806732409,8.83257213,4.756153851,6.039821251,4.073142635,5.648991647,0.925903368,5.75895574,1.180319082,4.602923317,4.040962431,8.051317689,10.95721831,10.55796225,5.550135277
ENSRNOG00000009032,0,1.105751179,4.325352715,0,10.49354888,3.223817796,0,0.842017492,2.830063962,5.422981468,2.206918923,5.551402657,4.694089723,3.560858268,7.532079201,10.18798666,3.444986892,4.7061721,1.149631025,4.043040094,11.0745707,6.159842002,3.834380052,9.249199989
ENSRNOG00000009034,47.45709167,25.41368934,22.71971537,22.61624164,26.77712073,35.42633444,35.08637547,37.02750068,26.23227516,40.60784722,17.67470119,37.21952467,30.22465413,27.52222791,22.58882379,31.45709863,55.52257079,39.12877469,34.56162274,14.12817811,40.22258095,32.89086559,27.87996385,28.67195984
ENSRNOG00000009035,137.7402463,164.105308,189.9743351,219.1210688,263.401314,241.033221,290.552397,158.3674774,142.6224488,210.0611327,168.6640863,152.1748107,141.1690453,163.3388908,162.7507225,143.2529892,241.7276358,219.6348929,220.1672026,218.2240369,196.7448076,132.9578271,185.4693143,161.4118458
ENSRNOG00000009037,10.55506902,5.834685907,2.137156305,3.20098947,3.474069967,3.198030662,0,13.34989224,4.178605119,3.591700625,7.621838772,32.29201799,3.965126219,1.001827894,7.459005666,1.158444227,0,0,13.57820433,12.04991209,4.996178524,6.077096463,7.532933977,2.745696034
ENSRNOG00000009039,389.0899227,357.7893022,216.4396544,241.6845961,123.8821945,82.90885729,35.1603054,235.3094548,304.8115162,129.5632394,257.1932029,248.0121324,252.7961195,278.6798373,188.5755084,255.2138386,148.6179803,148.699405,145.9376145,91.19055519,59.52722354,351.2102556,285.3567222,250.0307767
ENSRNOG00000009040,60.14693726,39.86962656,43.27990783,40.99215696,3.50538958,9.688722523,0,30.35659824,31.11229843,19.92874995,26.48722701,27.81624443,37.54401006,33.04936413,27.33818269,25.05237652,35.43515505,22.24362434,16.08485007,6.078133199,13.11354213,41.06984181,27.76503714,32.40524133
ENSRNOG00000009042,1563.655558,1326.532215,1130.282598,1209.53352,993.5578816,1015.403826,884.778129,1166.109083,1381.985449,1015.670795,1293.318011,1214.189074,1216.949121,1120.003565,1127.625254,1268.148039,1095.355976,930.4263658,1118.397792,877.899221,916.9536615,1457.996165,1131.26509,1225.551847
ENSRNOG00000009045,45.39771096,33.04053177,41.05663789,32.2221198,9.272803826,17.11333844,0,40.27203344,57.48827078,38.6261188,40.8546269,36.26890292,48.37580155,43.35792632,23.46806595,34.10474533,7.004323346,17.96360842,10.38008188,0,2.003126588,54.11490252,31.80002197,51.68265772
ENSRNOG00000009046,165.0436104,184.0198035,130.956897,125.2284176,140.4090686,125.01594,32.83738135,131.6600582,151.2291521,136.980474,141.2573957,155.1876545,116.6154687,145.851124,145.2819615,138.4093455,108.217553,86.31170434,113.6730281,142.0272329,95.94721668,152.6283747,148.243292,176.013338
ENSRNOG00000009049,38.84398659,38.81320283,18.39960865,47.51289366,4.68287788,6.469106733,28.15477657,27.85998286,22.60560202,24.50733899,18.75866901,35.03571953,28.81185594,34.54598849,28.30885205,32.52653027,15.92124035,20.95715698,9.182319588,10.15066276,37.38682908,33.5328441,12.42623166,28.72296966
ENSRNOG00000009052,334.9806882,157.7112714,175.7710561,102.4616837,48.48317063,40.43983996,55.63859729,138.4553739,230.9131329,131.5348285,180.5534193,179.8078859,184.2202742,161.4682776,77.41816268,213.8130976,36.55824034,67.90819617,63.86634646,22.01440798,49.84623804,273.4840455,96.08884221,102.6446643
ENSRNOG00000009057,1546.276277,1897.565841,2463.355429,2750.865131,3398.700085,4835.093252,23126.15179,1805.318193,1878.091276,2910.243304,2259.305109,1817.952331,1641.275943,2197.424286,2027.73409,1931.854543,5575.030176,3856.316508,4795.562338,8443.452926,5338.825156,1553.615612,3434.198198,1995.56051
ENSRNOG00000009063,135.9283438,157.7541301,203.9818654,236.3140453,183.1188189,206.5775792,69.24024941,151.8790928,179.7786335,215.7456943,197.3770324,165.9547549,126.7630439,169.2871106,170.3085632,166.1505568,226.2989512,152.5395435,217.4495362,273.7867229,205.9122648,145.4466038,260.7665153,200.9301462
ENSRNOG00000009066,98.92728732,75.38285722,87.52045837,86.13483227,101.3469595,83.90002199,195.3212801,96.01717657,73.16374882,58.65681326,104.8472442,128.4211449,95.9936328,72.25077507,124.3262842,58.3349883,145.8170976,135.1154963,123.1681713,89.13371864,100.8033091,105.4719641,121.2325817,100.5185154
ENSRNOG00000009068,107.2670016,134.4005062,130.8613884,260.0492042,57.94542389,136.9214284,153.9907736,159.4668461,96.70562082,139.202254,169.1625331,170.2806635,126.5185798,187.030107,231.0406495,123.524665,206.4814228,142.0576659,115.554381,58.25083481,180.2799775,124.1537181,185.4573199,171.7762032
ENSRNOG00000009069,570.2193592,514.777883,450.2702561,475.2820348,528.3518489,415.3192442,610.2451848,476.3376673,452.6187335,378.7710396,489.8652702,506.7636832,469.5615323,423.5292458,422.8771041,445.3889907,453.9606348,396.1492137,508.240666,495.7043173,527.7683422,513.1760038,426.9720419,531.0252021
ENSRNOG00000009071,133.9529975,181.7592246,127.7067232,160.8254595,207.0270613,142.2187706,178.224204,223.6058564,142.7832645,198.590244,171.0665394,191.7262722,209.1371482,168.7559605,165.065094,179.2292035,130.0065789,255.7431313,105.6615683,111.5496633,140.3408571,181.3901849,120.5534116,142.6467657
ENSRNOG00000009074,118.6685055,129.7668139,137.0056454,155.9790325,201.3164921,169.5007074,98.78867119,97.99295258,189.5015054,146.6842207,204.3542989,126.1479958,117.66315,110.4768436,136.907449,154.6633196,167.5151514,126.7392436,140.3578953,219.3222677,176.8748589,141.1948022,248.1186762,108.5005192
ENSRNOG00000009075,7.716224674,6.596307306,3.239441608,9.652827752,5.780945742,6.404335178,39.58641401,10.05156237,12.78728956,10.75121672,9.93754751,7.078457253,8.066583279,9.699541267,10.31154735,11.0378373,11.74586388,22.90556485,2.308958864,0,0,11.64572533,1.930684787,4.609471244
ENSRNOG00000009076,278.9202453,160.9660558,180.7690792,199.9238235,89.11863972,155.4536079,187.863873,123.3738474,135.490605,81.82982592,108.1027596,109.2626805,130.5661132,152.7725809,90.65564737,108.8717438,117.6945701,156.3556217,136.4391437,191.1566288,149.7580007,145.0254859,122.1459619,98.26413716
ENSRNOG00000009078,413.5837972,425.3265593,401.0153629,493.4644606,369.9393206,319.8303561,392.1702678,338.4086565,397.9384715,362.0659785,371.3799808,284.7785527,326.9563249,434.1909139,363.6340633,422.4460236,399.6813706,369.1665451,379.0253972,317.585157,368.8009025,367.3472764,363.141131,435.7298525
ENSRNOG00000009079,5.604103873,0,11.96597131,1.989263366,4.312043825,1.985866821,0,3.110321557,5.860020845,13.20321741,8.134280217,81.38699278,6.792523622,1.872930713,137.568874,5.135027838,6.297922719,0,3.173793514,0,4.65253922,1.891821284,6.168538195,0.853516358
ENSRNOG00000009080,284.8103068,256.3572696,308.1774946,356.4258133,239.4301603,275.5648224,79.24347365,264.9189967,269.8298486,304.7281384,295.3122281,278.5383073,246.5089757,292.6212713,258.0419551,281.6411426,357.6258005,289.5990706,247.6013471,362.8284626,268.9629646,239.4926122,227.4446887,311.9540244
ENSRNOG00000009084,96.62672669,139.8888025,138.4294068,119.2661747,159.8946212,127.272522,41.99242961,131.7532762,135.8334276,134.6811833,114.9910048,111.1315902,115.7616967,136.9680104,138.0467806,103.2265121,180.7932995,181.9177588,174.5120866,116.4751271,139.1897718,126.9035645,144.9209542,158.835505
ENSRNOG00000009085,216.4911839,182.9029857,201.3046603,191.0749444,191.8790296,128.2421689,79.74489445,183.1351755,214.8399397,145.134268,193.1280496,223.6140182,215.8121828,211.4164727,165.0878397,210.8535307,101.4042109,170.3293201,104.4921944,56.80674005,121.1891308,225.8663051,213.2944293,233.4441149
ENSRNOG00000009086,8728.662331,9475.428891,11049.51904,12377.48047,13032.73605,12714.87339,5173.813417,10118.69164,12946.19937,14609.36587,10814.75181,9554.004537,9590.855286,11787.0201,9442.916695,12473.46113,11583.35693,10101.24147,11471.29082,11485.43515,10744.58728,9110.087492,11661.5368,9187.006371
ENSRNOG00000009088,946.1507544,716.6258263,666.0815824,662.3910198,781.3803559,852.2011895,1944.530316,790.6543512,880.7497269,781.3116318,638.4951776,820.9170144,797.4111297,670.7714089,728.9416321,620.2328415,592.9875917,490.4587395,712.2239887,478.8470846,693.1544675,945.0583821,537.9075777,741.543455
ENSRNOG00000009090,579.654866,648.3608552,720.4448427,1187.789025,778.2264046,1051.634223,567.0815885,605.9875411,784.8437815,720.3531789,617.3964093,559.7927066,535.432442,792.1560356,702.5022008,726.4361432,1133.169136,766.545805,1012.241074,946.1484619,1061.564328,610.2461918,702.6222486,642.5140568
ENSRNOG00000009094,2818.50154,3467.272475,2979.410343,2708.885308,2600.641425,1865.721397,1631.936486,2239.112569,2596.672858,2483.995993,2605.859751,2805.991913,2048.023062,2061.967872,2494.554435,2641.48072,2713.946139,1859.443483,3421.936853,3298.979379,3354.327212,2769.612946,2760.044636,3296.361654
ENSRNOG00000009096,2332.265001,3882.022554,3296.50821,3323.20389,3995.063441,3914.079277,1544.887734,3433.467593,3598.593766,3616.157829,3678.201188,2871.372212,3214.956324,2794.645445,3347.84833,3002.347408,5035.458659,3563.927423,4662.648075,4376.521242,4872.125014,3612.510159,3831.337316,3350.037981
