,GC-RM-8672-BT5011-1_quant,GC-RM-8672-BT5011-10_quant,GC-RM-8672-BT5011-11_quant,GC-RM-8672-BT5011-12_quant,GC-RM-8672-BT5011-141_quant,GC-RM-8672-BT5011-142_quant,GC-RM-8672-BT5011-143_quant,GC-RM-8672-BT5011-144_quant,GC-RM-8672-BT5011-145_quant,GC-RM-8672-BT5011-146_quant,GC-RM-8672-BT5011-147_quant,GC-RM-8672-BT5011-148_quant,GC-RM-8672-BT5011-149_quant,GC-RM-8672-BT5011-150_quant,GC-RM-8672-BT5011-151_quant,GC-RM-8672-BT5011-152_quant,GC-RM-8672-BT5011-2_quant,GC-RM-8672-BT5011-3_quant,GC-RM-8672-BT5011-4_quant,GC-RM-8672-BT5011-5_quant,GC-RM-8672-BT5011-6_quant,GC-RM-8672-BT5011-7_quant,GC-RM-8672-BT5011-8_quant,GC-RM-8672-BT5011-9_quant
ENSRNOG00000000021,28.89759017,24.14307624,23.75134921,18.20903841,6.918028454,6.39059164,0,23.41629853,27.75675382,13.40021044,29.82955366,26.66813887,32.30595477,28.12376281,25.27786571,17.43809438,13.03476052,13.38738411,3.46998073,0,8.97221188,23.30684944,29.04528749,27.63253615
ENSRNOG00000000024,928.438458,981.5059267,1370.521589,1507.915796,1112.95586,883.0634915,453.2280612,855.1384213,797.052761,855.9438289,996.3377698,741.4841717,789.6586722,967.5489955,838.770869,859.8929023,1668.777813,1293.845699,1215.335615,1246.355762,1183.680666,822.9806067,1299.660834,1097.409699
ENSRNOG00000000033,40.79401585,43.26028763,67.10632298,29.16123108,42.1628742,24.80600051,114.9905781,39.68855639,19.06847079,23.6096319,58.47815199,66.11637533,54.26396008,25.39550002,47.19016105,31.60734619,36.34700632,39.53393105,41.30930308,89.36359722,42.45398908,39.00389657,56.37247495,68.5732376
ENSRNOG00000000034,142.6626548,148.4732564,156.9234525,341.0164339,150.825708,147.5614102,121.917081,107.1381513,128.6787238,112.3981175,107.0628507,116.1051399,107.9383063,156.0835836,127.3131837,161.5349581,164.4123725,122.7716501,141.3014751,200.7077921,195.8053278,147.1789449,121.5588736,163.9309886
ENSRNOG00000000036,37.86370459,19.95449792,28.13958124,20.51196176,31.59336643,36.6437984,16.4190668,49.79571199,24.73306385,40.82379316,60.6960249,42.97682298,37.53072915,35.06439597,31.13245093,31.58439791,25.05771257,79.30261053,22.96360365,66.95864546,20.20015263,27.37701749,56.4256412,35.20313593
ENSRNOG00000000040,4.291122553,6.505230352,5.289311327,3.502317712,3.105632696,11.59617418,6.881274113,4.952239322,28.5383001,0.887611185,5.391771131,9.612715492,3.928344373,3.474635377,6.457384094,5.4519835,3.329206669,10.22405784,7.849888337,11.91149144,5.928138661,6.796029299,8.434191587,7.368413347
ENSRNOG00000000041,2218.468587,2325.036062,2235.080946,1734.593184,1197.01507,1170.240094,1086.57228,2056.262184,1327.688662,1642.768944,2121.743121,1851.346917,2204.678016,1250.947027,1485.579326,1300.599503,2118.038366,1833.388338,2198.501676,1480.667539,2031.812242,1924.170284,1726.439998,1845.945642
ENSRNOG00000000042,132.0722938,85.27469309,82.47674057,40.47225505,13.8368642,7.437981361,7.704671668,47.45057704,68.00091172,22.47099302,63.01690123,62.28040483,62.27496853,52.48339025,54.42937743,52.6511298,38.63186294,33.63992225,20.44046914,8.872516193,1.991136481,92.64287953,48.55532347,56.94903107
ENSRNOG00000000043,68.87510765,94.12516935,47.61505129,47.46265822,182.2280582,85.0299846,44.52447555,150.9265829,129.4622558,112.2909274,69.5482859,92.16514495,123.406776,78.84606103,147.0556625,220.7897773,73.27489399,147.7647198,54.02603242,54.68625915,72.61243656,80.10969846,22.03531625,87.03419388
ENSRNOG00000000044,48.4732549,30.97963724,37.87200331,73.30553859,45.49760526,50.53611096,30.44234857,34.54374108,48.85498004,54.26000369,43.06483128,50.78428463,30.86912006,52.43412549,35.79961842,35.21543245,41.38171403,62.42150154,54.07302523,20.22645276,73.53723497,52.05279169,55.64231789,62.00915188
ENSRNOG00000000047,737.7756687,690.2976202,971.4900042,1221.972543,714.3698076,1072.983274,1365.54276,709.9881186,711.4047986,634.8558685,765.6317846,561.8930001,591.2241931,998.8180606,758.3791585,705.5686399,1233.204959,1004.080948,892.0730001,992.3345143,857.2618127,753.8601345,697.4652269,856.2801249
ENSRNOG00000000048,751.1713931,672.6457198,579.1032185,538.1255407,431.4411983,396.133322,373.3414822,508.651306,527.9132584,442.7034536,499.7185154,534.2517942,557.7973063,478.6720232,418.3021688,467.0553686,441.6040153,419.5187615,401.3418987,272.4464122,425.9314936,690.2698089,500.1318244,582.1344186
ENSRNOG00000000053,89392.38377,93960.63817,86269.02951,104611.2306,56542.43935,75751.40161,6281.081298,66972.24186,77293.32779,65241.55873,74606.71065,69669.91937,68696.38462,94960.66836,66786.89354,71256.77576,91065.37387,65510.18633,51777.24575,32190.14935,42706.12656,85894.62812,64255.62112,88507.5496
ENSRNOG00000000054,7.750479695,13.26483565,12.98332392,17.2367171,11.64966111,32.22178571,51.47807904,17.67875207,15.59113502,18.06001784,8.836250507,28.52654233,13.42949401,30.05950748,22.59553264,18.51362354,32.32472728,24.84773965,10.36409368,34.33427815,36.22049151,21.92404633,11.5289357,17.57675047
ENSRNOG00000000062,32.86056297,27.54561079,27.03803261,12.8965718,19.70638344,8.55926593,39.66979543,26.0220774,24.88347623,8.084835332,21.00611817,24.44447716,23.55148809,6.642194087,21.60390477,16.5961999,24.61781226,13.23157785,19.64100085,6.027532623,16.02839735,21.9486062,23.17618113,20.31928256
ENSRNOG00000000064,849.2162875,1018.007786,1262.936896,1312.360148,1565.527801,1597.001961,1334.471509,966.2725931,1064.922114,1558.954165,1096.039105,1012.767296,808.4831522,1040.221403,1259.750303,1197.516261,1368.669216,1063.7315,2230.9819,2891.059444,2232.520292,756.0783226,1535.270411,1072.886678
ENSRNOG00000000066,90.84703637,79.33812883,75.68327218,67.70492754,52.18072088,58.85506378,0,53.72492964,78.14258395,56.6138982,72.93273995,66.25735568,96.8343327,65.86135267,61.0519743,80.22985018,58.46843548,69.58229295,30.01476045,32.15824202,45.09046043,87.06370584,104.181625,89.57711633
ENSRNOG00000000068,2033.318064,1842.696751,2229.257933,2169.309614,1695.036864,1793.231711,1300.617918,1887.899906,1725.401558,1839.310396,2080.908769,1905.367319,2075.068086,2384.644632,2168.177024,1812.772888,2213.947916,2210.255852,1605.7856,1391.532389,1735.71239,1963.692504,2006.071126,1884.22687
ENSRNOG00000000070,261.0748675,195.0301482,123.3624812,206.1300667,11.69456954,9.695266349,194.6119193,189.8268125,134.2884076,23.57309909,222.9132728,221.921513,267.4266797,164.1652946,125.4320615,136.4905844,157.3765214,36.20143468,0,0,32.30367423,261.4466241,203.7765463,139.8493234
ENSRNOG00000000073,325.750415,275.5216082,220.4012502,186.9951904,42.38918182,58.30462256,4.635976191,180.0671577,264.3064752,138.421029,227.1317729,229.1539478,206.2432657,146.0726276,131.7035371,210.979305,142.3284411,115.1695051,93.14147912,67.47617486,80.31361951,247.5468367,184.7309358,170.197358
ENSRNOG00000000075,43.65079606,49.82719102,41.12174305,39.90955095,65.40756349,66.72633191,84.35677436,52.27272577,48.81733847,53.42220496,50.78246713,50.04944036,55.67000415,49.34571683,47.13068081,40.81447376,40.08647825,37.54189393,68.97477324,62.78023424,82.6890817,48.61489602,62.28123736,40.73789331
ENSRNOG00000000081,279.3579739,240.247796,168.721706,118.2368372,44.06358344,18.1929635,18.67142709,115.0221227,179.1244584,59.30857112,144.8229413,160.9109755,215.9716286,154.7860415,111.7934222,145.7149153,56.21372887,88.91791594,20.7919922,14.06893703,38.07802976,216.7271366,138.0461559,160.7237778
ENSRNOG00000000082,111.4122567,127.8740331,141.8746263,108.3831785,145.560755,164.019539,391.7548811,146.9514066,160.7736496,175.1673476,131.0326944,142.1316502,142.9391368,162.6239665,162.9030151,113.7430059,104.4583193,114.9485645,94.48193117,177.7159965,142.6882438,160.5647235,122.2124664,100.3352885
ENSRNOG00000000091,6.811857129,3.335178166,0,6.492519373,9.397319176,6.487354975,0,0,3.529713058,0.91084822,7.727385468,5.592469339,10.04908042,2.538839373,0,4.659988399,0,0,10.32261386,8.148892678,7.094774346,2.738294956,1.908633237,3.712448086
ENSRNOG00000000095,480.1885288,472.6580454,448.9560332,461.8316183,366.4240352,349.7414746,385.7728219,384.394942,431.2924956,412.93595,438.6245865,405.9124441,379.6232661,439.0378152,417.7307155,419.7643249,383.8592469,342.4313741,360.792637,332.7297475,332.599404,402.3042842,321.3771032,446.6072006
ENSRNOG00000000096,858.5560204,828.2863414,715.6285887,913.7948468,608.6920219,545.1108451,274.3853411,779.9621687,855.4215172,515.1155788,859.8427551,660.2309912,805.8232916,959.6399787,655.7594835,852.6762843,841.2160498,870.4126777,726.0677868,412.8452879,497.5600711,909.0919688,834.2642681,573.0472396
ENSRNOG00000000098,314.94988,294.1467538,366.7946686,325.4324769,257.6047716,251.4419163,224.7021722,314.9543681,273.4523762,315.336346,277.2063226,271.1551543,284.6351842,309.1541477,299.4703547,268.5702692,291.5652477,178.3308652,191.087332,242.5050611,211.3916171,276.7548082,323.5798039,297.9344216
ENSRNOG00000000104,217.0845725,194.6372897,262.9257631,288.8095682,194.6819256,220.2990909,140.4472951,246.7579483,206.8456926,225.0079169,237.4425471,230.7446628,245.0163719,253.1134934,210.9583906,203.760785,249.9938444,218.4061508,217.5474577,86.90762673,208.3916295,225.3713942,273.619642,254.4560405
ENSRNOG00000000105,15.14582502,8.187917647,3.558805659,2.659232267,6.714998151,18.52280558,0,11.77727301,18.56277986,2.230875447,17.1210542,16.93462065,13.79380751,5.859733068,2.32392804,4.572125229,9.449285846,8.713378626,5.749280218,8.316014675,9.779897342,20.83609769,9.651019552,17.50293264
ENSRNOG00000000108,268.122072,425.2078778,450.8309416,466.5248887,458.2337506,346.5560147,239.7808829,350.000308,310.1141638,443.5676493,381.7311239,347.0592043,381.5496563,356.4815392,282.1585151,305.0567029,346.9147334,344.1282312,366.1204714,548.0464796,349.3096777,372.7909327,440.3533452,390.1329558
ENSRNOG00000000111,28.35228905,32.11843178,31.19618051,16.82121203,44.43869355,23.78978696,0,18.80004699,21.85692026,29.20451706,34.46769142,23.40846554,25.9872304,35.48492174,34.94567705,20.47772005,77.41905849,42.92966298,40.3338526,61.51567424,30.87814619,27.64281626,44.32414735,25.45645755
ENSRNOG00000000112,190.4123116,185.2960315,235.9616727,133.9539336,189.8171303,194.2008226,260.5518368,197.6487262,163.8001871,209.8601709,218.4459153,180.9034958,173.4770568,131.5146421,151.9833112,187.8512449,172.4164228,189.2573071,223.6922429,215.3853264,209.3183763,157.3676681,156.624414,163.1159524
ENSRNOG00000000113,56.28572388,55.39653605,40.04222499,41.00616358,71.31288636,49.54195504,86.74350928,68.32790231,48.78825967,52.56728347,43.04682986,65.99785475,69.72743597,70.6742575,65.06789938,60.33825453,50.25383129,40.93849858,91.91010882,12.1627128,38.34996702,58.87308054,43.07691303,45.38044793
ENSRNOG00000000121,33.19443972,55.71021553,32.69219628,46.68212309,44.64144932,53.05676947,23.58228971,60.24121092,74.16488323,36.60640464,30.02664177,47.17533191,68.2626671,43.06834605,41.74480862,50.77931384,31.49686045,52.20780033,46.34990215,69.25117871,53.76465295,44.48093494,72.26254969,44.73873491
ENSRNOG00000000122,3210.902126,2673.221487,2711.946441,3363.845913,3132.281821,2940.801279,2467.783136,2752.482664,2402.51641,3209.546839,3112.869797,2618.41675,3005.162317,2880.91319,2727.332925,3288.368647,3511.524367,2926.077667,2920.269458,2220.239156,2916.859181,2312.840553,2750.487875,2359.060143
ENSRNOG00000000123,66.85889394,67.46371862,71.36196125,58.18344561,50.15394137,45.14488178,11.70308569,56.42396019,71.42770867,66.00498884,77.22511586,72.19382887,95.19110061,63.05245457,91.33561412,66.70255378,30.95504273,85.00291689,39.06994354,78.86963074,22.15575805,62.26809135,61.3116536,80.47050227
ENSRNOG00000000127,440.25215,238.677654,208.9131186,170.7477715,90.29350187,105.7968614,21.13497203,234.9206829,238.5160386,120.9294584,207.3797515,215.3405018,284.5640653,204.0321713,169.0369402,230.7754543,115.4225271,105.3867661,98.60143162,46.77358953,102.2019323,318.7805526,186.0769395,230.8298289
ENSRNOG00000000130,145.5275089,96.6413864,120.9919519,145.0028944,168.724699,154.3926301,79.92643305,147.1721347,128.0906022,159.8662413,122.9425938,221.1229812,149.0779699,169.3679702,155.8404841,156.8266094,164.3620765,136.5742225,96.88581041,138.1479446,152.7539826,131.590211,93.25495649,127.8186165
ENSRNOG00000000133,546.3208948,596.4633747,792.8171828,691.3645365,707.793406,597.4585922,413.252882,472.8599546,597.5445499,697.7971827,663.2299103,570.6511119,485.6346964,599.5103783,570.4131038,636.6793051,668.5403525,561.1362297,801.3054008,923.1452696,776.0270112,517.0528808,823.867178,560.8040452
ENSRNOG00000000137,26.97724808,24.13857963,21.6185569,69.63878262,23.03634989,46.84110634,48.83005782,27.59752502,34.26522526,44.61613625,40.95492071,33.69367516,36.43420607,39.48523526,52.44226751,45.86471957,37.0742706,74.97101609,73.09264414,171.6360685,91.64977671,24.03975246,42.76962585,50.69100475
ENSRNOG00000000142,6.792133488,13.29258828,16.23298839,3.236866348,4.674857435,2.153497465,7.032108492,5.903863412,2.828854509,11.77862866,3.311492317,32.59173456,7.375974615,5.593898271,1.885765823,6.496416188,8.002206096,10.53732836,11.49105618,26.34427911,10.08946835,10.95389463,16.2785316,2.778130643
ENSRNOG00000000145,14.54355406,9.956932114,3.247991186,7.546980848,2.332115815,0,0,10.11036163,3.545046457,2.711580261,0,5.552005034,3.359109173,3.568071849,1.88442961,5.558964917,0,2.365684415,2.304164354,0,0,8.911775111,0,1.851549451
ENSRNOG00000000150,423.1953566,392.1990776,484.6791912,484.5829338,366.650301,435.7773045,563.6535979,364.3382958,322.6314458,338.321487,476.1324185,334.9037448,366.0883586,438.8817169,326.5636433,345.0427943,640.0945529,479.3756405,472.4104005,441.9092019,419.2407558,352.2238256,412.5238791,393.0557178
ENSRNOG00000000151,48.97391767,42.61172565,38.86832077,30.96704584,18.31819525,18.00937376,0,50.81828266,39.36892149,29.26178441,29.89490552,30.37763862,51.3573872,53.45560288,32.67049853,38.33421366,21.88203594,28.77311625,15.12536581,3.966531658,13.87208071,51.53775954,15.62813665,38.61355323
ENSRNOG00000000155,119.3455591,63.14236961,46.52751035,36.68388669,21.04017154,25.84412658,0,64.94356582,84.12545592,35.34202772,54.07462629,69.16866259,80.43943673,75.23560573,57.51460943,51.047877,28.54535318,21.04805619,17.22973222,44.5903833,19.17218861,116.3556878,66.99442511,62.04060509
ENSRNOG00000000156,6.307526454,8.737209985,8.195958376,3.506902941,4.615356989,5.310700376,0,19.12049768,10.4074281,11.63089577,6.50878974,10.98669129,14.48464319,5.988509936,26.01109686,1.83107903,15.55965342,17.05980478,1.127282028,6.003210532,16.92546021,2.959721183,16.88518544,7.295011796
ENSRNOG00000000157,423.9100267,482.7891179,475.0664257,417.4444272,397.1413976,361.630706,363.2148149,459.510174,460.5628658,456.3813822,508.9225107,432.9932586,461.4452731,440.0262396,511.8535256,441.559744,376.7433103,370.6527136,446.0188559,482.0208173,381.1966187,393.0219422,525.0458673,384.2398225
ENSRNOG00000000158,8514.632756,11680.7606,14757.36351,9686.359888,16803.90502,8778.392212,4821.130274,9817.18449,8830.627997,13509.11415,11320.35303,12920.60677,9145.895488,9764.068358,12123.06592,8223.856603,10828.31017,9159.786818,17153.66728,15897.6536,12324.57438,9520.341498,10412.79355,12168.38791
ENSRNOG00000000161,124.2493064,103.09029,80.05787063,58.2871412,25.74574185,38.7990707,0,61.60440724,69.19766962,58.97616795,69.48663431,78.00349941,88.4056449,68.04466501,60.36717722,81.74825692,37.50748846,36.07220126,26.38695181,0,29.29155353,109.4463548,41.08248863,75.01876157
ENSRNOG00000000164,5349.99194,5230.182643,6115.388115,5909.24962,7965.744788,7861.876292,18850.48049,4665.713688,6009.529326,7191.532243,4990.903221,4630.542859,5032.538658,5190.873052,4755.218009,5413.032773,7274.909,5672.710001,9610.858407,12568.97376,8769.758398,4714.220808,5572.036623,4975.970214
ENSRNOG00000000165,63.37870492,192.9307599,152.2960034,40.85549345,49.47145665,62.09652428,0,118.1140829,69.86731886,68.99020916,107.9454325,68.23128778,68.82688621,63.60247793,108.2150274,57.90345854,91.33205066,48.34475285,63.93594552,101.5496027,74.1677742,101.6863708,129.237492,163.1669599
ENSRNOG00000000166,52.29032519,50.81511738,30.29209581,32.30316025,58.18960455,59.02686785,39.75646843,42.90903916,48.93133435,36.08186742,30.93295064,34.83109075,38.96240608,37.72368827,34.81843937,29.59792374,50.95360876,59.35851124,76.05422771,36.31550609,69.3615608,40.43176188,23.081884,43.46520324
ENSRNOG00000000167,29.03945145,23.18662205,38.94467664,24.75661795,31.39834857,8.580603897,70.12891842,9.250783371,10.64249975,40.55954332,49.72103684,30.058681,58.4627781,34.68028969,56.4421949,25.88233189,53.39534949,26.18395789,34.58764096,133.0499995,6.027412895,29.47233654,45.23773124,31.43513534
ENSRNOG00000000168,178.4767538,100.7566735,134.1860025,147.7678247,85.25694854,77.48405985,53.89236314,131.5191534,111.7901486,126.7544449,125.8541028,142.1932945,110.0021866,171.9545162,145.1573928,140.9868964,67.59002313,134.9497748,156.3507456,105.3003774,117.9753828,125.3053944,112.1150398,134.24662
ENSRNOG00000000169,44.61689454,22.14277941,28.13555601,32.35625585,42.04001166,33.35840748,51.54618938,32.87775275,16.9819649,32.59033208,27.60017211,34.94884041,38.90502066,37.14041718,16.96560649,25.0415797,13.75162438,32.86888524,3.449160224,26.32213024,25.2060575,27.38983912,32.58405303,18.51614128
ENSRNOG00000000170,415.1092906,386.4838491,416.76154,300.5203746,384.8716707,304.5862287,380.5611397,317.8504273,320.9457682,363.9405482,360.6615186,354.337917,386.2297937,316.5888148,331.560196,255.0989162,294.7789975,239.2325805,416.0120878,423.2786271,342.211797,328.3080016,307.0630548,319.8884231
ENSRNOG00000000172,831.1039162,1277.997081,1157.11734,744.9176329,823.9036928,647.8895427,389.255903,723.6376623,1114.01633,712.1761907,847.0214429,863.1221206,1376.187427,650.9507019,731.7159866,960.0658503,966.8369053,602.4985727,606.887055,518.2317641,608.7318783,942.4682566,1235.081354,1105.706084
ENSRNOG00000000175,16.44911679,26.42019731,12.34863216,11.18986062,60.76687157,41.02378726,0,38.29583081,48.75054911,32.46181528,33.20010642,31.31886277,34.09151777,30.92296947,30.96071961,41.36371089,29.30457179,63.79019478,24.20205741,46.22206769,39.19558647,31.57681486,6.957438536,14.52012688
ENSRNOG00000000177,51.27153056,55.1604569,68.14638325,54.86143505,104.5283309,37.50296063,65.4078368,71.43061466,69.58789343,58.50805858,83.99381293,43.45147949,84.71618492,50.01690621,59.22915822,50.78863942,69.91963073,70.51707386,66.92565149,134.8861105,129.4457758,75.41596287,98.30416871,47.13328276
ENSRNOG00000000184,5175.484833,4966.044926,4688.332055,3368.603244,3229.19446,3283.807526,1524.236005,3565.757354,3556.997236,3180.870885,3999.694189,3652.129422,4218.37958,4016.227072,3985.975919,3512.909952,3449.224722,3132.590678,3070.051047,2831.154955,2250.384292,4570.412332,4183.271699,4964.753907
ENSRNOG00000000185,705.2700064,935.4525393,1094.170074,1333.542369,1171.227953,1342.18106,2163.535052,866.9864989,793.8200326,861.838718,1004.541701,755.8913729,769.6125182,1045.464972,1004.295175,834.7853839,1984.418961,1317.233322,1305.148507,1427.177697,1400.100084,839.5089784,1165.023085,1113.477089
ENSRNOG00000000186,2835.572443,3333.430254,4114.030221,3444.527463,2887.753408,2682.824991,1988.137465,3348.599881,2948.855781,3193.793251,3569.686683,2530.287069,2837.08507,3185.392713,3249.626286,2687.782559,4651.47667,3670.487218,3728.761347,3163.461346,3587.451632,3199.312821,3794.634105,3753.96316
ENSRNOG00000000187,28.15467853,8.86897266,15.1501381,20.51167946,15.21365189,4.31134021,0,18.56815237,19.07347181,19.05391078,12.1367211,16.71537898,22.11033816,8.636359946,26.41492893,13.00633554,1.137845599,17.47460455,26.39926654,8.117396692,5.050529225,25.31832149,13.38325523,26.86397143
ENSRNOG00000000190,38.79543922,16.60715967,11.90144718,9.706409939,4.671635583,6.456749011,0,21.91810951,16.97526824,7.243215996,8.82979368,17.4763076,16.09334801,8.645910941,11.30980428,14.84019795,10.30205329,15.24224514,9.194084152,12.15022078,20.16630996,33.54361785,0.957863471,12.96004019
ENSRNOG00000000195,180.7503662,256.4099374,306.3300372,395.4959465,954.3601069,824.6688654,988.550544,273.764268,268.1855494,772.7119824,477.6527352,379.5701331,314.049488,260.9043052,344.655898,227.9512366,547.9882042,367.3300337,558.4264461,870.2315892,855.9339975,194.2865408,379.8583663,196.5187201
ENSRNOG00000000201,14753.16951,16705.72002,11432.46668,18741.25237,16605.73605,21706.13888,7896.749268,15405.64966,24169.6189,12410.20885,18073.81075,8840.271711,9814.434425,20092.68294,16725.35225,12894.16323,30165.62629,17011.91048,15878.02879,18202.21861,16527.65901,27603.84607,29414.14746,17834.11302
ENSRNOG00000000204,301.521396,229.7741019,211.4483028,206.6846103,83.45489212,81.18365514,103.4569568,216.2787931,204.9554317,155.9876202,198.946933,220.0490669,214.8544205,234.0261663,199.5275102,209.9183364,125.9349057,122.9807516,68.3687059,71.63143909,113.7113136,256.4660081,147.962873,249.8348469
ENSRNOG00000000219,507.1754176,483.6913129,471.7976144,513.2855509,226.4564797,204.3898102,91.35690901,308.4723604,481.2831612,228.0346547,366.5599578,351.7295198,362.2831817,410.6768829,341.1327373,320.7986069,359.1355448,313.8479676,342.7098132,196.3194571,220.7264901,514.9776863,436.2353563,419.3359255
ENSRNOG00000000221,821.1998056,801.3050361,748.9254774,680.0082816,488.923441,589.3572818,309.5514772,610.9167642,875.7704012,508.7306564,714.0613067,568.0327612,682.369644,775.6563107,606.5032241,552.5568778,468.672738,414.5273836,356.0276687,519.2264394,397.8092638,731.7169316,987.3646165,775.3005119
ENSRNOG00000000230,294.6470229,291.999223,264.0122427,351.3515467,405.7768691,374.0374599,2540.072605,247.6327311,305.2649058,330.8135094,268.3532939,233.9689852,275.8680628,246.4603677,233.5857571,296.433253,445.5307292,305.5396814,354.4681104,519.5487589,386.6583474,271.9384826,317.7080814,288.7130362
ENSRNOG00000000231,6.766481533,6.61440841,8.645995697,8.599067858,1.16067082,2.141521653,0,10.07676564,8.51210984,9.895039888,5.520756515,8.684619626,7.388550023,5.098545002,4.697077917,2.768357561,4.653763794,3.579613542,8.068804648,4.023879938,0,4.109729974,0.962676181,9.234333913
ENSRNOG00000000236,546.9118624,545.4406373,466.2546242,562.9462204,380.2720455,293.8875867,102.8562175,386.852805,505.8707803,330.7884883,430.9149617,401.0493729,456.9488256,450.3316104,380.9862913,472.3556952,532.7790941,530.8056414,413.896494,306.4208493,402.8350146,512.6806109,375.3737035,528.8513452
ENSRNOG00000000237,36.59470251,20.84424634,3.238596017,13.92117135,8.067287112,6.388224339,0,14.21298462,19.22090206,3.571657325,6.629106321,16.46394267,21.54052635,18.92366606,8.423963493,15.59659139,1.186549698,6.093878995,3.470853841,0,3.986014659,26.05045306,15.49721915,10.13015593
ENSRNOG00000000244,29.09768981,38.75202093,23.80306759,37.74858897,26.8639924,4.304761331,0,29.5064927,21.92534668,22.63689338,27.59273825,35.74973588,40.23211844,17.29109121,16.96533242,30.60981851,13.73291686,26.96039858,22.98408808,24.30242161,25.20960102,27.38211153,25.8603305,22.21778948
ENSRNOG00000000245,5.882676645,6.350664272,2.205814925,12.08059735,8.313936435,14.78257393,85.94334756,11.02891002,4.970816942,5.52380074,9.007091797,5.560860507,6.620083453,1.55791048,8.638014767,8.689671602,14.11514367,4.822139933,3.238215355,3.792811833,21.54061451,6.983692346,1.958390805,3.77220803
ENSRNOG00000000246,329.0242878,282.5735752,383.1142878,292.4777115,237.3862331,286.5439668,119.5836285,290.2293971,275.7096335,262.0068501,366.4294501,310.9912816,292.9537528,294.3435256,273.509032,301.7585224,142.645284,212.6861219,264.19227,188.5773286,254.3827441,395.6560544,235.4190936,270.4544301
ENSRNOG00000000247,102.873744,98.61459642,137.4435683,84.17604898,94.70712055,109.8655906,168.8108045,97.86002037,116.6571946,106.0561242,111.4771997,99.40778548,97.21035538,93.54697037,107.510276,142.0424788,113.0240419,216.2925182,147.0427349,93.26085977,147.3621825,95.15228774,74.65608066,105.583594
ENSRNOG00000000248,692.4907298,721.5342681,675.1008236,947.7345057,1044.322089,977.9920332,1134.468065,1060.341435,875.5830175,915.04337,676.0555089,608.1911382,863.748341,837.8922849,830.144595,990.9095193,1027.124087,967.5038905,717.723141,750.8225981,1150.379638,677.0015243,540.2867919,803.7433461
ENSRNOG00000000249,65.31867502,79.77541786,106.9517059,128.1790801,85.86193397,72.04464432,69.51129152,86.66221711,84.55895434,91.32370499,99.72887017,73.99341084,59.52369552,86.44354034,73.76589095,76.67429085,104.8602712,95.3783926,71.05373836,89.23938203,47.5631827,72.2121415,112.485979,67.14205004
ENSRNOG00000000250,56.13129042,71.74799303,56.25153655,100.0820957,59.28252981,90.06616539,49.07862765,108.459419,63.8726735,84.68624515,41.9901299,63.25461549,64.5225029,68.35745095,84.6463262,71.15195722,102.2829601,123.9549653,101.4859296,122.9150766,96.40246332,56.89399084,45.2577738,54.54161859
ENSRNOG00000000257,164.2708528,103.2647933,180.773529,206.4437695,96.18957583,145.7792267,138.5772324,109.8765307,159.4455313,70.03689901,127.9487969,114.0891729,101.7582606,173.0374921,136.0063324,139.6199255,92.69494571,67.09529236,159.3309001,197.3333087,121.4641608,173.741826,133.5464281,151.1217052
ENSRNOG00000000258,126.1308627,109.9777737,92.71299329,95.2134614,33.58321623,39.48707933,91.50538167,70.38974114,86.64241308,67.32888677,94.52132805,91.88487368,102.9228786,98.21406261,66.60307395,60.70820246,69.91433935,74.65390145,34.30068614,32.12561393,40.99578007,92.2991238,73.2487139,99.43347428
ENSRNOG00000000262,9.683646688,24.30605145,15.1426789,23.68959685,10.47772791,15.02815291,0,28.60848243,17.71695639,33.38818946,12.1475104,22.96456197,24.17068968,18.34064104,10.35159353,18.50278787,8.088820394,18.95121343,12.66714014,8.073128458,39.21476944,15.07008549,11.530538,22.19340732
ENSRNOG00000000264,388.3169426,320.348326,317.1079879,335.7235982,295.9956509,328.67682,382.2973443,320.6895275,271.3844373,275.7425484,296.8679922,264.9831929,359.2469467,266.3101721,340.5458151,242.4267205,335.0198964,263.6977744,257.2190215,156.2114155,332.247632,290.2069329,207.5648904,272.3477178
ENSRNOG00000000279,60.17969299,114.1482781,54.11274092,88.50490243,30.40854599,22.62443599,68.00390645,164.5332765,32.51653769,51.68393327,60.70191434,54.88864925,207.8030915,40.1574826,46.21667825,51.07272016,84.40887302,45.55409075,17.22826576,87.20490619,49.46954543,57.49824325,42.10118024,49.09158618
ENSRNOG00000000281,1002.765266,1634.677125,1464.426213,1771.209267,1313.496453,602.9454073,392.0639683,1029.64819,1053.386017,871.75407,1125.919173,1082.213746,784.5302352,695.2441685,1174.789865,1032.220879,1779.457052,678.788727,1397.391111,1211.761822,1334.81444,1287.488435,1235.728517,1632.531326
ENSRNOG00000000283,58.07345956,49.67932517,65.98859374,60.2713388,54.6457824,37.53446167,74.79618437,49.61225129,43.99450051,32.44103574,55.24766472,54.56978548,55.10742294,34.68416025,63.96203068,32.34789269,61.55752878,65.50197623,76.1025863,32.24798227,40.17594862,47.98032964,53.91106351,59.16830277
ENSRNOG00000000288,20.39049402,11.08756541,38.96315316,12.95641209,15.21528755,35.57270171,63.33901598,20.25869218,24.72918165,17.24107174,24.2772322,16.71718493,20.77375774,17.78379152,15.0961975,8.362183163,14.79599893,27.96718994,6.887970759,34.50257558,48.49054624,15.74089469,22.94707935,25.01466447
