(3'-5')-uridylyluridine,"123,152","160,625","155,414","56,197","101,025","310,917","258,992","128,381","120,019","145,127","159,677","452,030","227,814","151,710","122,237","74,461","60,087","271,007","161,004","142,906"
(N(1) + N(8))-acetylspermidine,"5,623,780","6,250,490","8,050,818","4,042,677","2,926,330","4,605,320","8,948,144","7,475,899","4,981,177","5,341,956","4,285,014","10,184,338","8,442,406","5,617,762","4,067,615","2,400,496","3,277,209","1,623,260","2,049,175","10,527,259"
"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*","185,976","374,390","288,318","139,665","161,407","275,653","137,555","212,064","270,311","275,978","183,979","144,587","205,095","100,776",,"210,132",,"306,700","239,559","233,463"
"1,2-dilinoleoyl-GPC (18:2/18:2)","6,913,706","2,518,795","2,259,103","8,514,168","5,085,165","924,110","5,144,346","2,170,786","774,856","11,407,371","6,329,120","1,739,960","2,575,940","8,070,978","10,260,079","332,643","2,565,692","10,879,302","7,626,353","11,034,608"
"1,2-dilinoleoyl-GPE (18:2/18:2)*","690,470",,,"1,011,771","809,635","114,736","1,068,931","165,337","225,899","517,652","969,414","288,891","217,113","1,183,098","859,645","405,643","359,561","1,390,623","791,940","1,613,627"
"1,2-dioleoyl-GPE (18:1/18:1)","2,956,805","3,570,753","3,554,583","2,141,841","5,200,693","3,487,651","2,539,205","3,699,121","3,088,983","2,484,073","9,098,601","4,528,502","9,542,535","10,162,115","2,387,476","9,781,911","10,125,763","21,562,420","8,239,741","6,860,482"
"1,2-dipalmitoyl-GPC (16:0/16:0)","4,641,669","3,713,040","6,803,212","3,501,552","4,586,105","5,822,071","4,307,127","7,250,756","4,438,022","8,703,545","7,275,454","7,459,861","2,779,003","9,208,065","11,460,867","3,352,766","9,673,247","15,412,935","6,670,602","12,635,463"
"1,2-dipalmitoyl-GPE (16:0/16:0)*","2,872,588","1,997,262","2,306,329","3,745,051","3,805,961","2,058,835","3,091,182","2,481,119","2,781,775","3,113,912","4,960,517","3,618,914","2,246,359","3,160,568","3,170,795","4,088,237","3,754,673","6,855,357","5,633,754","3,047,941"
"1,5-anhydroglucitol (1,5-AG)","971,537","449,431","1,055,525","889,344","575,812","469,950","769,846","389,037","1,064,965","669,502","748,303",,"532,321","953,913","968,863","738,066","682,092","1,000,203","914,233","801,613"
1-(1-enyl-oleoyl)-GPE (P-18:1)*,"1,167,471","959,970","1,526,430","491,971","1,066,258","642,162","412,299","975,818","779,397","1,280,265","1,787,396","999,824","590,278","552,037","1,142,030","434,074","815,689","1,087,276","693,338","1,871,580"
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,,,"63,287",,,,,"312,513",,"123,681","208,879",,,"210,439","621,327",,,"500,389",,"407,661"
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,"402,483","294,451","278,659","1,074,187","373,806","599,601","625,241","1,208,705","460,701","1,325,569","1,576,398","801,919","197,356","2,727,690","2,226,548","385,157","1,705,249","3,100,354","1,143,722","2,865,531"
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,"3,676,080","1,343,852","1,161,539","6,267,105","1,680,488","335,716","4,123,430","2,791,619",,"4,342,589","2,551,723","1,120,620","2,297,550","4,074,464","3,081,931","428,929","4,328,646","7,109,090","8,780,981","5,551,200"
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,"5,503,705","5,695,096","5,187,165","4,718,281","3,615,443","1,771,865","2,192,584","6,612,112","2,042,894","8,076,221","3,690,185","1,690,602","2,038,578","1,440,245","3,885,201","858,124","3,963,788","2,799,475","5,477,168","4,838,493"
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,"1,366,684","256,355","610,963","750,330","398,303","537,762","546,400","1,375,149","706,931","1,563,678","3,165,899","1,195,671","188,803","3,967,930","4,545,528","917,469","1,995,058","6,650,528","1,528,562","4,596,978"
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,"2,126,305",,,"1,470,707",,"112,181","1,031,377","234,941",,"1,168,668","2,204,160",,"194,387","2,411,456","1,358,861","289,851","986,478","3,942,359","1,590,841","2,177,965"
1-(1-enyl-stearoyl)-GPE (P-18:0)*,"5,852,122","4,580,667","4,369,705","2,484,075","1,873,024","1,769,940","1,624,988","5,225,421","3,079,944","4,114,169","5,447,862","2,818,487","1,651,333","1,886,624","5,548,822","2,163,113","2,561,265","4,021,843","3,214,789","4,844,021"
1-arachidonoyl-GPC (20:4n6)*,"1,135,782","1,764,610","233,344","1,047,051","277,623","56,304","592,295","824,732","63,398","1,609,476","583,461","5,997,270","589,940","409,009","8,563,520",,"251,449","8,195,362","2,128,068","1,108,753"
1-linolenoylglycerol (18:3),"634,046","2,575,655","3,429,369","1,004,988",,"2,313,924",,"67,112,280","7,989,472","1,777,302","9,984,197","1,936,276","1,020,315","4,029,109","2,119,089","5,077,980","2,154,171","1,926,321","1,435,594","1,083,113"
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,"3,385,411","1,715,509","1,109,552","3,588,423","1,501,845","326,558","2,279,764","1,057,029","231,091","4,638,034","2,021,248","1,417,147","1,023,239","2,939,795","3,473,351","107,478","991,702","4,763,617","3,382,425","3,635,121"
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,"709,689","453,381","176,830","880,319","581,638","130,546","591,454","217,027",,"863,515","666,939",,"269,442","991,449","827,593",,"333,215","836,437","793,152","1,245,724"
1-linoleoyl-GPC (18:2),"2,987,744","2,550,143","642,876","2,986,825","1,405,490",,"1,513,711","1,959,254","119,413","4,911,545","2,236,213","8,166,266","1,913,976","1,210,992","12,552,819",,"608,821","12,910,663","3,408,733","4,139,108"
1-linoleoyl-GPE (18:2)*,"3,795,124","3,771,492","832,085","4,102,187","2,086,153","322,819","2,231,666","1,597,579","355,802","5,000,104","2,639,462","430,211","2,914,715","1,520,056","1,450,479","254,330","1,268,345","1,349,352","1,678,657","5,143,830"
1-linoleoyl-GPG (18:2)*,"3,425,385","2,446,193","516,232","2,546,739","1,260,461","1,327,879","1,350,908",,"1,035,208","2,497,042","1,866,361","550,423","1,332,426","2,758,738","1,902,533","498,405","1,023,900","787,477","1,952,755","2,462,562"
1-linoleoylglycerol (18:2),"18,530,976","60,851,332","86,688,048","25,829,676","12,051,087","49,417,296","7,892,248","1,989,036,416","238,992,720","51,320,784","299,904,384","59,453,492","25,007,534","51,959,572","56,473,072","175,774,032","56,305,784","48,850,588","51,701,424","28,952,472"
1-methyl-4-imidazoleacetate,"2,161,872","1,755,821","6,125,033","1,851,627","700,796","3,025,613","1,659,758","2,090,919","1,600,692","2,867,523","2,275,676","2,668,744","2,431,110","1,656,340","2,248,637","1,570,031","1,196,165","1,192,460","1,912,400","2,738,919"
1-methyl-5-imidazoleacetate,"36,932,392","28,679,032","79,370,024","110,359,584","39,071,672","56,265,864","34,837,288","41,149,420","41,969,632","38,597,184","57,000,992","30,914,242","49,763,056","54,776,852","46,503,000","60,748,808","40,561,660","39,387,204","50,585,336","39,977,408"
1-methyladenine,"1,111,664","884,760","3,621,746","1,459,308","1,390,423","1,627,958","3,813,164","2,780,240","3,098,468","1,706,082","1,605,898","1,955,696","2,211,540","2,125,321","2,726,674","2,725,462","1,836,381","2,611,364","3,886,653","1,736,551"
1-methylguanidine,"876,889","535,748","953,454","1,160,362","783,801","945,040","745,670","942,942","1,052,922","1,102,483","740,129","587,605","646,700","894,691","1,343,618","1,284,338","878,484","910,894","1,297,601","846,604"
1-methylhistamine,"298,670","493,402","756,647","127,066","197,676","390,431","310,316","98,819","144,049","310,606","519,240","1,306,531","797,562","491,916","424,649","229,297","216,780","289,821","125,808","856,810"
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),"3,034,278","2,048,984","4,305,831","7,513,762","1,209,529","5,748,285","3,139,584","4,879,272","3,521,473","9,426,426","4,918,354","3,657,017","2,013,869","8,805,881","6,086,233","2,827,697","8,131,899","10,698,250","9,500,731","6,126,566"
1-myristoylglycerol (14:0),"1,627,196","1,706,852","2,233,863","1,584,436","1,059,645","3,113,270","731,327","34,749,192","7,909,816","2,119,898","10,433,235","3,754,892","563,344","1,766,350","2,473,017","8,326,143","3,275,637","1,845,093","2,465,395","1,805,964"
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,"1,028,194","268,935","163,530","833,280","386,552",,"512,103","192,285",,"1,284,222","844,581","704,994",,"838,551","681,477",,,"2,059,589","929,861","1,010,908"
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,"10,635,193","3,712,590","3,436,868","10,553,204","6,784,378","2,060,640","6,743,734","5,287,646","2,203,281","16,255,587","15,718,484","6,470,021","4,482,159","17,322,584","11,668,197","1,244,620","5,356,773","27,965,230","11,690,316","20,182,804"
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,"4,083,515","972,867","1,226,032","4,593,104","4,345,596","1,031,064","4,847,958","1,375,804","1,434,736","2,668,137","6,006,264","2,405,479","1,904,205","7,178,079","3,879,638","2,848,454","3,543,190","8,296,210","3,791,425","6,492,903"
1-oleoyl-GPC (18:1),"2,482,112","3,445,425","1,313,970","1,529,382","2,265,856","640,572","1,083,315","1,867,072","401,232","5,081,752","4,572,599","6,864,208","1,678,706","1,310,786","8,791,198","93,372","852,250","9,829,242","2,819,108","4,815,135"
1-oleoyl-GPE (18:1),"5,803,851","6,576,976","4,172,509","5,437,692","6,797,412","2,365,312","2,953,407","3,479,105","2,567,824","7,688,276","9,149,877","2,960,952","5,200,635","3,912,484","2,696,916","2,684,556","4,423,756","5,434,460","5,092,032","8,178,046"
1-oleoyl-GPG (18:1)*,"14,112,896","17,209,764","8,496,357","15,368,287","7,083,421","16,168,315","5,922,378","3,747,386","13,965,620","18,750,596","18,792,632","5,712,334","9,236,242","15,496,501","14,137,319","8,462,530","14,446,446","14,462,356","16,825,024","14,551,800"
1-palmitoleoylglycerol (16:1)*,"696,437","1,957,928","2,408,652",,,"1,480,010",,"216,617,136","17,738,076","1,927,662","50,939,444","4,191,674",,"4,363,100","1,699,183","32,175,208","3,993,733","2,188,285","440,379","2,643,933"
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),"6,651,387","3,437,055","4,913,468","10,432,393","2,726,127","1,960,113","7,691,618","6,635,688","2,577,775","17,116,436","5,295,745","14,959,101","4,434,289","11,727,198","26,294,914","1,773,686","5,793,604","33,522,668","14,443,757","8,640,541"
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,"1,133,156","836,504","385,479","2,039,679","808,493","497,616","2,661,946","1,164,225","563,607","2,131,826","1,812,243","1,262,523","784,969","2,986,426","1,351,667","899,161","2,201,439","3,699,193","1,788,811","2,985,989"
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),"2,241,365","1,011,973","1,379,071","4,250,234","826,964","225,126","2,052,328","1,319,491","436,175","6,713,402","1,058,593","5,983,066","1,031,539","2,707,934","7,471,077","286,143","927,568","9,776,520","4,697,115","1,803,227"
1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*,"279,804","183,465","217,155","367,376","269,395","344,406","566,254","282,408","560,614","353,570","209,234","275,218","274,992",,"309,802","225,804","145,525","262,496","300,018","425,133"
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),"20,109,724","7,826,381","13,720,932","31,993,746","10,983,926","7,683,415","18,644,098","21,390,128","9,257,034","58,109,236","23,665,604","21,845,004","15,373,003","43,872,092","75,875,840","5,313,200","21,645,594","84,523,472","46,931,228","33,792,440"
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),"34,150,068","11,452,510","14,673,952","53,622,556","21,121,142","10,816,190","48,785,720","20,180,024","17,953,948","49,418,528","17,698,004","13,659,593","17,914,624","46,748,360","45,103,328","20,638,540","24,694,584","47,909,972","50,891,192","38,818,856"
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),"413,387","158,536",,"283,512",,"59,850","317,326","122,169","84,241","244,180","130,488",,"143,396","280,236","108,575",,"178,302","486,958","381,871","45,972"
1-palmitoyl-2-oleoyl-glycosyl-GPE (16:0/18:1)**,"2,119,162","775,576","1,342,625","1,188,516","1,621,464","737,467","1,032,683","297,026",,"2,592,114","2,610,546","828,877","1,668,899","3,342,916","1,010,015","694,377","3,079,862","7,377,308","1,194,726","1,838,246"
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),"10,255,049","6,136,241","7,861,087","7,884,004","6,312,099","7,555,137","6,507,980","13,290,867","7,121,366","18,966,708","23,355,650","14,051,002","4,834,177","31,743,020","26,516,968","5,135,827","12,044,847","54,661,152","13,821,233","24,674,816"
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),"31,787,414","24,451,836","30,231,158","36,224,744","38,870,740","23,055,224","32,609,910","29,716,890","26,155,632","42,291,524","55,547,132","31,623,786","55,513,196","81,598,864","28,529,218","66,482,896","69,808,720","159,620,848","79,854,880","60,451,572"
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),"1,863,871","978,385","2,731,052","1,868,191","2,527,176","1,950,137","1,578,519","5,519,333","2,048,633","2,154,613","5,793,336","3,017,324","4,235,689","5,077,111","1,872,189","5,562,468","6,466,840","10,284,250","4,403,219","3,374,293"
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,"203,699","63,029",,"185,159",,,"121,015",,"73,970","203,391","108,960",,,"244,293","37,451",,"81,983","459,543","360,443",
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,"3,569,808","2,037,155","2,231,705","2,742,495","2,092,414","2,405,957","1,516,092","4,477,856","2,544,630","6,030,380","8,942,174","3,665,350","1,561,133","10,208,899","7,343,216","1,649,389","4,735,894","16,783,560","3,716,413","6,919,041"
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),"554,383","496,736","425,504","230,826","213,205","224,729","248,269","678,118","132,233","419,917","491,369","1,525,701","184,101","701,615","1,756,055","215,830","188,875","2,093,598","691,739","719,560"
1-palmitoyl-galactosylglycerol (16:0)*,"5,495,508","6,221,430","4,630,473","4,850,753","3,492,559","8,427,367","2,706,143","1,669,213","10,680,164","5,893,659","9,308,945","6,427,633","2,558,982","7,870,983","4,024,048","7,755,597","11,051,451","7,336,577","5,734,413","3,027,311"
1-palmitoyl-GPA (16:0),"1,420,745","3,092,185","442,254",,"138,211","6,522,195","871,022",,"2,031,941","325,750","365,537",,"479,313","332,157",,,"468,051",,"898,430","548,130"
1-palmitoyl-GPC (16:0),"4,364,665","6,774,934","4,907,191","3,834,079","4,016,393","2,108,157","3,103,286","4,778,718","1,808,628","13,391,998","5,912,160","47,522,064","4,302,323","2,530,101","61,743,484","673,056","3,492,572","51,164,148","17,499,660","6,361,349"
1-palmitoyl-GPE (16:0),"25,484,676","27,114,736","24,056,450","17,077,216","19,816,444","11,548,134","9,994,424","15,387,994","15,191,745","33,057,266","18,602,520","8,822,870","16,374,000","5,269,145","12,198,580","12,117,183","13,728,633","13,139,344","18,513,454","19,520,208"
1-palmitoyl-GPG (16:0)*,"23,869,160","63,501,708","26,086,406","17,796,666","16,393,724","51,059,400","10,503,963","14,837,224","47,624,208","21,802,680","54,819,520","16,988,760","12,404,024","14,039,656","21,660,400","37,349,640","41,358,144","25,976,974","26,311,160","21,848,150"
1-palmitoyl-GPI (16:0),"1,236,945","3,711,564",,,,"803,347","426,890",,"1,505,327",,"1,447,855",,"378,263",,,,"728,938","430,833","745,823",
1-palmitoyl-GPS (16:0)*,"2,105,967","5,122,222","2,381,989","1,061,678","1,650,702","5,009,138","737,263",,"5,923,420","3,636,309","3,344,704","1,328,277","598,028",,"1,751,886","1,167,397","1,430,704","1,792,499","1,780,904","1,462,343"
1-palmitoylglycerol (16:0),"87,974,848","119,537,752","84,702,320","17,303,716","40,465,232","120,750,544","7,126,739","636,245,696","140,443,440","115,675,632","197,608,976","38,890,500","10,379,034","16,799,264","40,607,744","404,300,608","28,269,928","264,802,992","126,108,992","113,140,432"
1-pentadecanoylglycerol (15:0),"6,778,315","3,893,989","5,502,104","4,485,318","2,111,055","7,803,613","2,202,908","8,332,543","20,865,136","5,959,770","4,191,520","3,357,508","1,073,138","3,119,269","12,540,960","16,662,532","5,664,693","8,329,908","10,717,261","3,136,259"
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),"7,396,065","2,359,632","2,210,627","5,201,126","1,188,758","1,106,540","4,754,151","5,007,586","1,084,311","6,449,933","3,414,297","34,772,416","2,421,824","7,121,458","54,178,944","932,843","2,347,634","63,447,248","17,333,840","4,756,174"
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),"405,681","134,850",,"1,262,885",,"438,512","1,277,789","698,125",,"1,164,120","1,238,349","759,428","373,054","3,925,521","1,103,749","173,514","897,121","3,224,990","976,914","2,038,600"
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),"2,425,293","671,160","410,250","1,632,179","234,148","124,068","918,961","550,448","114,626","1,817,838","555,905","8,789,930","240,668","1,167,706","12,012,999","100,145","249,607","12,445,696","3,562,683","820,739"
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,"23,445,510","5,247,256","6,887,448","18,650,292","4,944,004","3,761,310","12,628,765","13,786,873","4,045,844","25,147,252","14,661,545","21,896,588","7,129,805","27,340,216","52,599,956","2,439,165","8,547,147","61,681,932","28,782,590","19,859,252"
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,"19,271,924","2,804,559","2,751,557","17,172,688","4,262,789","2,220,209","13,261,744","3,257,316","2,405,559","14,300,108","7,236,777","3,614,053","4,466,702","19,241,826","13,425,762","3,381,109","5,904,813","19,730,482","18,314,312","11,101,881"
1-stearoyl-2-oleoyl-GPC (18:0/18:1),"2,260,810","1,149,969","1,021,560","1,464,855","669,637","1,038,036","928,398","2,659,870","875,358","3,066,131","3,634,625","3,214,586","835,140","4,992,189","5,738,076","566,524","1,202,278","10,568,876","3,019,921","3,573,723"
1-stearoyl-2-oleoyl-GPE (18:0/18:1),"4,635,822","1,493,729","1,694,491","5,670,755","410,365","1,873,468","3,705,210","2,062,991","1,759,131","5,713,965","4,277,141","2,676,915","1,904,811","8,901,443","3,868,550","2,331,469","3,686,733","10,969,341","7,780,368","4,898,685"
1-stearoyl-GPA (18:0),"1,534,481","1,381,711","481,150","119,912",,"6,264,254","387,631","156,903","2,796,426","135,020","624,024","264,327","227,391","375,811","412,860","421,756","262,597","285,970","617,504","296,309"
1-stearoyl-GPC (18:0),"4,808,495","4,263,851","3,071,335","2,284,573","1,631,514","1,379,435","2,170,356","4,541,140","1,557,048","4,276,428","3,708,381","50,785,420","2,744,651","2,116,636","70,316,256","702,354","1,700,035","59,170,572","21,363,804","3,039,987"
1-stearoyl-GPE (18:0),"14,239,838","11,339,794","7,577,455","6,536,244","4,658,255","5,363,167","5,010,543","7,448,876","5,082,748","11,178,681","7,839,592","5,028,314","5,891,358","3,061,106","7,275,406","2,649,502","4,355,468","5,697,849","8,896,750","7,944,594"
1-stearoyl-GPG (18:0),"10,171,667","15,135,957","7,122,569","2,985,206","2,189,238","20,282,198","2,183,544","4,499,992","20,822,692","4,856,673","7,177,220","3,600,395","1,530,918","1,658,456","7,730,899","8,152,318","5,164,233","2,487,894","4,353,657","5,686,259"
1-stearoyl-GPI (18:0),"457,745","1,783,545","148,569","86,221",,"561,514","184,874","218,470","1,296,429","204,094","996,665","352,916","490,730","473,866","205,306",,"422,256","735,641","227,841","160,022"
1-stearoyl-GPS (18:0)*,"1,484,940","4,177,775","1,607,936","617,320","522,567","2,352,972","772,904","2,238,030","3,970,768","1,884,479","5,459,254","2,713,646","1,777,125","1,220,837","3,721,770","2,196,735","1,690,734","3,673,169","1,910,967","1,452,314"
10-heptadecenoate (17:1n7),"38,236,440","58,491,104","52,938,744","32,508,280","21,089,212","46,074,696","16,654,627","360,475,488","78,932,152","38,632,248","70,851,512","36,615,236","22,450,672","29,469,264","43,235,732","89,925,264","39,403,444","44,590,804","44,759,036","33,276,330"
10-hydroxystearate,"228,674,560","49,612,812","288,477,248","258,645,632","93,067,528","189,350,640","107,582,608","343,046,400","630,392,192","154,823,200","215,664,416","214,063,312","151,727,024","237,374,576","193,687,696","278,295,808","315,144,832","283,217,632","357,817,280","114,913,472"
"12,13-DiHOME","8,934,087","14,442,381","13,054,874","9,974,045","8,766,049","15,447,655","9,116,308","11,977,916","12,275,888","12,609,347","14,324,583","10,183,275","13,108,075","13,068,115","12,676,436","12,966,555","13,285,233","13,471,484","12,239,758","11,183,333"
12-dehydrocholate,,"1,002,371","13,520,504","720,585","4,796,298",,"6,146,885",,,,"793,637","3,732,931","7,095,542","2,715,455",,,,,,"346,690"
12-ketolithocholate,"67,460,056","64,065,912","146,931,856","159,715,024","138,764,432","164,144,544","100,171,968","155,022,128","86,563,008","171,868,576","60,266,720","141,810,224","101,094,808","153,045,024","150,482,464","186,401,232","113,469,168","85,481,256","172,974,656","53,853,212"
16-hydroxypalmitate,"8,457,514","5,453,374","12,132,533","8,934,705","6,418,236","16,156,731","5,009,285","10,748,330","11,838,152","8,803,808","16,300,945","23,221,774","20,287,648","14,171,939","9,681,794","8,821,904","33,452,618","11,473,380","10,449,585","7,216,605"
2'-deoxyadenosine,"255,222","502,371",,,"145,221","236,223","358,124","708,083","498,061",,"129,890","554,640","451,041","555,095","933,586","1,058,170","577,159","207,135","478,102","1,092,336"
2'-deoxyadenosine 5'-monophosphate,"208,163","2,111,352","243,326","107,718","126,675","643,470","1,325,361","290,172","262,125","141,396","123,339","1,021,183","1,115,756","736,965","278,891","400,581","133,831","954,517","577,524","653,844"
2'-deoxycytidine,"261,321","1,200,617","243,844","368,646","200,070","647,688","1,555,123","314,659","546,495","300,236","335,572","938,431","2,158,010","390,692","412,168","420,527","246,788","321,188","220,922","411,995"
2'-deoxycytidine 5'-monophosphate,"289,374","2,124,927","297,067","113,130","143,791","780,173","1,780,456","266,672","305,888","147,346","187,641","1,321,447","2,401,259","850,919","311,851","424,766","129,921","855,728","668,051","550,961"
2'-deoxyguanosine,"461,359","2,904,696","637,647","450,707","442,803","2,037,300","4,085,570","203,943","711,708","486,221","569,924","4,276,831","4,953,800","989,615","396,679","915,825","388,911","481,494","780,174","1,685,218"
2'-deoxyguanosine 5'-monophosphate (dGMP),"38,186","171,139",,,,"141,695","94,262",,,,,"79,075","120,932","74,006",,"64,352",,"288,266","165,748",
2'-deoxyinosine,"1,819,892","5,974,119","4,381,543","1,878,577","1,463,676","5,825,499","7,763,210","3,051,958","3,855,304","1,368,113","2,428,018","13,258,330","16,494,361","8,346,210","2,885,481","5,985,312","1,942,723","3,199,937","5,527,349","9,468,252"
2'-deoxyuridine,"2,493,287","3,744,630","4,594,753","3,520,974","2,262,383","7,449,455","8,925,881","3,887,769","6,616,671","2,942,651","4,139,027","19,259,876","14,920,086","12,231,038","4,939,609","9,037,768","3,756,142","4,255,373","8,429,666","9,997,062"
2'-O-methylcytidine,"646,083","91,114","893,320","788,994","332,293","670,462","281,223","776,932","784,470","637,392","600,964","340,748","247,559","407,645","873,870","630,847","543,146","707,954","1,057,313","345,669"
2'-O-methyluridine,"152,762","111,486","279,329","184,517","66,726","57,745","151,901","273,065","266,206","236,562","165,103","155,471","136,378","218,877","269,617","253,265","137,862","197,746","350,115","122,659"
"2,3-dihydroxy-2-methylbutyrate","346,719","2,249,891","275,744","258,050","521,525","332,803","669,771","219,725","379,414","332,660","504,464","635,194","1,542,196","537,784","234,715","304,178","271,953","380,621","201,461","560,571"
"2,3-dihydroxyisovalerate","1,706,622","783,255","1,009,436","1,511,784","800,412","1,197,166","2,921,129","1,350,126","1,440,825","1,088,283","1,167,806","964,946","377,418","1,026,844","932,293","1,051,131","896,660","1,219,618","481,236","553,082"
"2,3-dimethylsuccinate","276,965","339,794","352,925","248,360","319,329","324,142","267,314","170,574","325,385","278,129","397,686","226,342","287,457","397,255","548,751","163,266","220,082","203,001","157,906","371,019"
"2,4-dihydroxybutyrate","3,228,643","6,464,408","6,733,330","5,687,897","10,353,227","4,694,631","7,329,092","5,989,745","8,919,057","8,619,303","5,850,797","5,566,437","8,190,803","9,204,417","7,871,492","5,936,805","5,445,641","6,029,375","3,922,977","8,033,464"
"2,6-dihydroxybenzoic acid","6,395,293","14,029,788","4,017,018","6,961,880","7,885,409","10,945,998","16,076,864","2,582,081","5,440,583","8,452,831","7,018,163","11,642,379","16,096,604","10,214,551","5,120,309","3,467,729","4,050,817","4,799,997","2,462,519","10,095,467"
"2,8-quinolinediol","63,463,848","35,372,424","58,300,204","41,492,972","39,510,292","78,822,192","80,922,968","51,557,920","70,609,896","93,633,216","79,603,016","46,779,224","49,614,192","86,850,736","57,880,544","42,844,976","58,464,392","56,158,092","50,426,604","90,103,320"
"2,8-quinolinediol sulfate",,,,,,,"618,006",,,,"29,196","83,346","424,939","657,768",,,,,,"776,181"
